word,weight,number_of_words
tentang,-3,1
tutup,-3,1
lanyak,-3,1
curu,-5,1
tekan,-3,1
nista,-4,2
sumbat,-3,1
tumpang tinggal,-2,2
erik,-2,1
beri uang,-2,1
tahan,-2,2
sembah,-3,1
ubah akal,-2,2
tip,-3,1
tambat hati,-3,1
ogah,-4,1
panas,-3,1
simpang,-2,1
sunyi,-4,1
indah,-3,1
noda,-4,1
langah,-1,1
langau,-2,1
taksir,-3,1
beda,-3,2
hambur,-1,1
tangkap basah,-2,1
bahagia,-1,1
bisik,-5,1
coret,-4,1
ngaceng,-4,1
jihat,-3,1
mengarau,-3,1
tubruk,-5,1
lesap,-5,1
mentransformasikan,-5,1
gabung,-3,1
gasak,-3,1
maklumat,-4,1
mengerut,-5,1
inersia,-4,1
lebur,-3,1
senyampang,-3,1
ayun,-4,1
hadirin,-5,1
pantang,-5,1
porno,-3,1
berkarut,-3,1
tingkeb,-5,1
bayi,-3,1
empot-empotan,-3,2
bergulir,-3,1
lembu liar,-3,1
kemandang,-3,1
rantas,-5,1
sambung,-4,1
aus,-4,1
menggulung,-5,1
moyang,-4,1
berang,-3,1
singkil,-3,1
deru,-4,1
menumpuk,-4,1
represi,-3,1
distorsi,-5,2
risi,-4,1
semak hati,-3,1
lintasan,-4,1
petung,-4,1
risa,-5,1
benyot,-3,1
bromocorah,-3,1
medok,-3,1
lencana,-3,2
ekshibisi,-3,1
dua kali,-3,1
mengheningkan,-4,1
melingkupi,-4,1
menyegam,-3,1
mencagil,-5,1
memampat,-3,1
mengkaji,-4,2
gelogok,-3,1
gapil mulut,-3,1
penyudahan,-3,1
selesma,-5,1
pari-,-5,1
khafi,-4,2
melumangkan,-4,1
beromong kosong,-5,1
berkecandan,-3,1
membasmi,-3,1
memetuahkan,-3,1
mencegat,-4,1
pulsa,-3,1
merancukan,-3,1
berluruhan,-3,1
titis,-3,2
tersantet,-5,2
unjuk rasa,-4,1
ketupat bengkulu,-5,1
tawar,-3,1
cacatan,-4,1
titik,-3,1
ikhtiar,-3,1
terpelekok,-4,1
betung,-3,1
membuang,-3,1
menjauh,-3,1
berganda,-5,1
beranjak,-4,1
menyulam,-5,1
bengal,-5,2
serius,-5,1
kusut hati,-4,1
memupus,-5,1
kaitan,-4,1
barua,-4,1
merobek,-5,1
judes,-3,1
belembang,-3,1
betas,-5,1
madat,-5,1
sensasi,-4,1
sandung,-3,1
catak,-4,1
interlokusi,-4,1
rongseng,-3,1
baya,-4,1
merinin,-4,2
tempo,-3,1
cacing kalung,-4,1
kemakmuran,-5,1
tertular,-3,1
borok,-3,1
kentara,-3,1
restan,-5,1
menoleransi,-5,1
mencaci,-4,1
pati,-4,1
mamah,-4,1
mendorong,-3,1
pancakara,-4,1
mempertenggangkan,-5,2
hunjam,-4,1
angkat tangan,-4,1
sumbang,-3,1
kehangatan,-3,1
cekuh,-5,2
forum,-3,1
anjing tanah,-3,1
juang,-5,1
dering,-5,1
mentok,-4,1
jendala,-4,1
puyeng,-5,1
kelesa,-4,1
bertambah,-5,1
kerdak,-3,1
menggelabur,-5,1
penuturan,-3,1
pemalak,-5,1
rapat,-4,1
fasid,-5,2
celoteh,-3,1
membalik belakang,-3,1
berselang,-5,1
tais,-3,1
kelasah-kelusuh,-5,1
orang-orangan,-3,1
gencet,-5,1
termuat,-5,1
membersihkan,-4,1
mewalakkan,-3,1
unit,-3,1
menjaga,-4,2
anjungan,-3,1
tahi angin,-4,1
kerekau,-3,1
musir,-3,1
saran,-3,1
melarang,-3,1
merangkum,-4,2
merangkul,-4,1
orang bunian,-3,1
merintangi,-4,1
merangkup,-3,1
merangkus,-3,1
mengabdi,-4,1
bersesak-sesak,-5,1
membohong,-5,1
karut,-3,1
prajurit,-3,2
suari,-5,1
obat bedil,-4,1
sarau,-4,1
bayu,-5,1
mengusir,-4,1
miliun,-3,1
berhelat,-5,1
lisong,-5,1
selekeh,-3,1
mengantongi,-4,1
bertara,-4,1
runcing,-5,1
disparitas,-4,1
perlawanan,-3,1
gelongsor,-5,1
tesis,-4,1
relai,-4,2
berlik,-3,1
naik pitam,-4,1
tulup,-4,1
pembohong,-3,1
bertandang,-3,1
beribadat,-5,1
vibrasi,-5,1
menjerkah,-3,1
fakir,-5,1
kode,-5,1
cencala,-3,1
kerusuhan,-3,1
genitalia,-3,1
sigar,-5,1
pengungkit,-3,1
fadihat,-3,1
indehoi,-3,1
ta,-5,1
akik,-5,1
jamah,-4,1
sewot,-4,1
bolsak,-3,1
mendusta,-5,1
mendustai,-4,1
urung,-3,1
kasiku,-5,1
penyadaran,-3,1
cirit,-4,1
menjolok,-3,1
apkiran,-4,2
memenuhi,-4,1
hubungan singkat,-4,1
adiktif,-3,1
menyingkap,-3,1
lubuk,-4,1
meredup,-3,1
lelucon,-4,1
umbul-umbul,-4,2
pautan,-3,1
menyangkak hati,-3,1
kadam,-4,1
turut,-4,2
hot,-3,1
jalan lingkar,-5,1
penerangan,-4,2
menguji,-5,2
coreng moreng,-4,1
iri hati,-4,2
setia,-3,1
kurang darah,-4,1
makmum,-3,1
deriji,-5,1
terburu,-3,1
sedu,-5,1
cunam,-4,1
kekeramatan,-4,1
bermukah,-4,1
sampean,-4,1
jendera,-4,1
menggelabu,-3,2
bedol,-3,1
pemakai bahasa,-4,1
arca,-5,2
sistem,-3,1
buang-buang air,-4,1
menyiasat,-5,2
lecet,-5,1
walang hati,-5,1
pemburu,-4,2
dampratan,-3,1
bersenda gurau,-4,1
bertala-tala,-3,1
tegal,-3,1
pengumpil,-4,1
bersinggungan,-3,1
menduri,-4,1
berbantahan,-5,1
bahasa,-4,1
gugup,-5,1
gugus,-4,1
bercikun-cikun,-3,1
merorod,-4,1
uzur,-3,1
rompes,-5,1
kepalang,-5,1
ulam-ulam,-3,1
pandemi,-4,1
atribut,-5,1
deskripsi,-3,1
geblek,-3,1
bungsu,-3,2
menyembunyikan,-3,1
beranggar lidah,-5,1
londang,-5,1
terbakar,-3,1
mengesel,-3,1
kerabit,-5,1
keluarga,-5,2
berangsang,-3,1
hilang akal,-4,1
berkecenderungan,-4,1
junior,-4,1
penjara,-4,2
menyesak,-3,1
banyak cakap,-5,1
antitesis,-5,1
mengotori,-4,1
bercucuran,-4,1
mengelih,-3,1
penanggung,-3,1
barut,-3,1
mengelis,-3,1
pipitan,-3,1
intiha,-3,1
tenggalam,-3,1
menyesar,-4,1
menyesap,-3,1
sayap,-4,1
pelak,-3,1
cemomot,-4,1
bebal,-4,1
antuk,-3,1
lantaran,-3,1
satelit,-4,1
berangsur,-5,1
danyang,-3,1
seleweng,-5,1
mendangkung,-4,1
soak,-4,1
menghujat,-3,1
berombongan,-3,1
caing,-3,1
sorak,-5,1
taburan,-5,1
imbesil,-5,1
pelir,-5,1
cukup,-4,1
kemban,-5,1
keris,-4,1
tersumbat,-5,3
bercekcok,-3,2
asan tak asan,-4,1
jual murah,-4,1
bertengking,-4,1
bantu,-5,1
mengonfirmasi,-4,1
bergundang,-4,1
pengamitan,-3,1
memecah,-5,1
bergairah,-4,1
cengkeram,-5,1
menafikan,-5,1
menyakar,-3,1
pepet,-3,1
ketat,-4,1
cuma,-3,1
berdompol,-4,1
mencecak,-4,1
melumur,-3,1
melukat,-3,1
jeli,-3,2
aborsi,-4,1
lembu hutan,-5,1
jalu,-3,1
puntianak,-4,1
berbicara,-4,1
pengacauan,-4,1
tuju,-4,1
pinggir,-4,1
merangsang,-5,1
menjatuhkan,-5,1
kerabu,-5,1
debil,-3,1
laif,-5,1
bentul,-3,1
renyang,-3,1
berbecak-becak,-3,1
aji,-3,1
penabalan,-4,1
berona,-5,1
bagian,-3,1
laik,-3,1
bundak,-5,1
narkotik,-3,1
resan,-3,1
koyak,-5,1
anggota,-4,1
mempersakiti,-5,1
benjut,-4,1
terbuni,-4,1
penyangkal,-4,1
coleng,-4,1
terpangah,-4,1
tindih,-4,1
sano,-4,1
keset,-3,1
bening,-4,2
hemat,-4,1
lebar mulut,-4,1
ambles,-3,1
konglomerasi,-3,1
prapendapat,-3,1
generasi,-5,1
menunjang,-4,1
memapas,-3,1
abses,-3,1
berhandai-handai,-4,1
jawatan,-3,1
geriap,-3,1
bersara,-3,1
absen,-5,1
serampu,-4,1
candala,-4,1
batel,-3,1
tumpat,-5,1
berjejak,-5,1
degil,-4,1
masyhur,-3,1
dangkar,-5,1
talak,-4,1
kedengkian,-5,1
berbahaya,-4,1
mengguguk,-5,1
inisiator,-3,1
harus,-4,1
pergi,-3,1
menggiatkan,-3,1
cucup,-3,2
menebeng,-3,1
kepala angin,-3,1
berasal,-3,2
berasak,-3,1
padang luas,-3,1
menyelundupi,-4,2
menganugerahi,-4,1
kusut pikiran,-4,1
galas,-5,1
temporer,-3,2
kocar-kacir,-3,1
sambungan jiwa,-4,1
degub,-5,1
desak,-3,2
laknat,-4,1
pikiran tumpul,-3,1
bergema,-5,1
siratan,-3,1
epidemi,-4,1
minta,-4,1
bacok,-4,1
kepialu,-3,1
kesepakatan,-4,1
desau,-3,1
jenewer,-4,1
mencium,-3,1
mengernai,-5,1
merekomendasi,-3,1
nistaan,-3,1
berkemandang,-3,1
separuh,-5,1
keloyoan,-4,1
gerah,-4,1
menyekar,-4,1
rusuk,-3,1
cangkul,-3,1
tertangguh,-3,1
trek,-3,1
minum,-5,1
beringat,-4,1
hingar,-3,1
wreda,-4,1
petus,-4,1
loksek,-5,1
mencemari,-4,1
mencopet,-3,1
daing,-5,2
kongkong,-5,1
sara bara,-4,1
rapun,-3,1
eban,-4,1
tuhmah,-3,2
perit,-3,1
merasuk hati,-4,1
minus,-4,2
erotan,-5,1
se-sat pusat,-4,1
menyikut,-3,1
khalifatullah,-3,1
desersi,-3,1
penobatan,-3,1
setengah,-4,1
direksi,-3,1
kecap,-5,1
pamflet,-4,1
tercampak,-4,1
kebimbangan,-5,1
pangkur,-4,1
bablas,-4,1
somplak,-3,1
memamah,-3,1
doi,-4,1
iming-iming,-5,1
kembang-kempis,-3,1
menyabet,-5,1
kegegeran,-3,1
menyeterui,-5,1
merumung,-5,1
mengembat,-5,1
menjual,-3,2
derek,-5,1
mata betung,-3,1
hasud,-3,1
koteng,-4,1
hulu,-4,1
kesukaran,-4,1
pembantah,-3,1
meninggalkan,-5,2
semuanya,-5,2
patah pucuk,-4,1
ketupat bangkahulu,-5,1
gedang,-3,1
sitoplasma,-5,1
pengumuman,-4,1
terbenam,-3,1
kesenyapan,-4,1
puisi,-3,1
penggelapan,-5,1
telerang,-5,1
permusuhan,-4,1
terasing,-3,1
digresi,-4,1
penyap,-3,1
lancip,-4,1
hoki,-4,1
celomes,-5,1
implementasi,-3,1
semrawut,-4,1
atresia,-4,1
menjejaki,-3,1
lopak,-3,1
membahana,-3,1
mampir,-3,1
bersurai,-5,1
gambar,-3,1
asid,-3,1
menggoyang,-3,1
rangkap,-4,1
lekukan,-4,1
langsuir,-4,1
random,-5,1
menakali,-3,1
pupus,-4,1
dukun,-3,1
mengharubirukan,-5,1
irsyad,-4,1
rurut,-5,1
gelantung,-3,1
diplomasi,-3,1
buram,-5,1
pengintai,-4,1
carik,-3,1
terpaksa,-3,1
terbelakang,-5,1
bertimbal,-3,1
mencerca,-4,1
pelana,-5,1
buras,-3,1
folder,-3,1
blangko,-3,1
badan,-3,1
tamparan,-4,1
berpoleng,-5,2
membekam,-3,1
tipu muslihat,-5,1
menyeluk,-4,1
jungkal,-5,1
kata-kata,-3,1
jengkang,-4,2
stok,-3,1
jalan arteri,-5,1
buah,-4,1
inferioritas,-4,1
mencakar,-3,1
comberan,-4,1
gaul,-4,1
bab,-4,1
menampak,-3,1
beringas,-5,1
pada,-3,1
rudin,-5,1
memarak,-5,1
vampir,-4,1
menggaet,-4,1
pincang,-4,1
indolensi,-5,1
bercakar-cakaran,-5,1
dekadensi,-3,1
ambruk,-5,1
sebagai,-4,1
rubuh,-4,1
pawana,-3,1
radius,-4,1
kerikil,-4,1
berambu-rambu,-5,1
menghalang,-3,1
cemar,-5,1
lekat,-3,1
periksa,-3,1
lekas,-5,1
lekap,-3,1
cemat,-5,1
bunting,-4,1
disentri,-4,1
babak,-5,1
bertingkat,-4,1
kemerosotan,-5,1
atur,-3,1
gabas,-4,1
kohor,-3,1
berlebih-lebih,-3,1
pertunjuk,-4,1
suplai,-5,1
inteligen,-4,1
gunjingan,-3,1
artikel,-5,1
berjubal,-4,1
menyemir,-5,1
pongsu,-4,1
tatah-tatah,-5,1
anarki,-5,1
menyelami,-5,1
mencepung,-5,1
azab,-5,1
menegah,-3,1
menyumpahi,-4,1
dabih,-3,1
menyisikan,-4,1
pinak,-3,1
cempeng,-4,1
linguis,-3,1
perguaman,-3,1
telimpuh,-3,1
dangkung,-4,1
menyurut,-4,1
mengadili,-4,1
pita,-4,1
membual,-3,1
bijaksana,-4,1
awa-,-3,1
bergulat,-5,1
penyigian,-5,1
mengagumkan,-4,1
jambak,-4,1
cekah,-3,1
berlanggaran,-4,1
melunyah,-3,1
ujar,-4,1
pemikiran,-4,1
cepol,-5,1
lemau,-4,1
melepas,-4,1
cekat,-3,1
simpang siur,-3,1
penengah,-3,1
menjebol,-3,1
menyetrap,-4,1
hadir,-5,1
subversif,-3,1
menyembarangi,-3,1
menimang-nimang,-4,1
balkon,-5,1
juwita,-3,1
tersimbah,-5,1
tersila,-4,1
tambeng,-3,1
anyir,-3,1
penghormatan,-4,1
berdekus,-4,1
madani,-3,1
menganggur,-4,1
berdikit-dikit,-5,1
ayat,-3,1
semprot,-3,1
reguk,-5,1
seluruh,-4,2
jelata,-4,1
berak air,-4,1
selia,-3,1
senang,-3,1
memejalkan,-4,2
kendati,-4,1
tunggang gunung,-3,1
pengasih,-3,1
gembung,-3,1
menjodohkan,-3,1
melindur,-5,1
tuntut,-5,1
beredak,-3,1
semena-mena,-3,1
kedung,-3,1
antek,-5,1
mandiri,-3,1
bancang,-4,1
perdata,-3,1
tertumbuk,-3,1
tawon,-5,2
terisolasi,-4,2
putus akal,-3,1
ringan lidah,-5,1
menyerempakkan,-3,1
terperosok,-5,1
menebuk,-4,1
ain,-4,1
topek,-4,1
alur,-4,1
serak,-5,1
terlengar,-3,1
aib,-4,1
frustasi,-3,1
penyemat,-3,1
ganggang,-3,1
bimbingan,-5,1
mewujudkan,-3,1
wafat,-3,1
peniadaan,-3,1
penolak,-5,1
geluduk,-4,1
arsip,-5,1
upaya,-5,1
papakerma,-5,3
istan,-3,1
buang air besar,-3,1
tongong,-3,1
tuntunan,-3,1
kecapekan,-5,1
inventori,-4,1
melabrak,-5,1
khinzir,-3,1
curna,-3,1
menghuni,-4,1
merayapi,-4,1
oles,-5,2
mendemonstrasikan,-5,1
cuka belanda,-3,1
mengalihkan,-4,1
berdampingan,-3,1
menggeletar,-3,1
kompas,-3,1
raib,-5,1
terbongkar,-3,1
pandir,-4,2
mengantarai,-3,1
kelam kabut,-5,1
bertambun,-5,1
topo,-4,1
menyunat,-3,1
melawat,-3,1
mengantara,-3,2
duaja,-3,1
pegawai pemerintah,-3,1
rahmat,-5,1
bergemam,-5,1
menanggungkan,-4,1
berandalan,-3,1
melibas,-3,1
berselawat,-4,1
pangsa,-3,1
pica,-4,1
meriba,-3,1
menyengat,-5,1
kanun,-4,1
menanggapi,-3,1
menggugat,-5,1
berkumandang,-5,1
boyak,-3,1
lucah,-4,1
cekang,-5,1
gondok,-5,1
ambai,-5,1
gendak,-3,1
dalalah,-3,1
kecintaan,-5,1
bertimpa-timpa,-5,1
sewal,-4,2
gosip,-3,1
mata ikan,-4,1
muncul,-5,1
tungku,-3,1
ambau,-4,2
pukang,-4,1
terbang arwah,-5,1
mengungkapkan,-3,1
bersentuh,-4,1
aktif,-4,1
memanaskan,-4,1
ruat,-3,1
membantai,-3,1
plonga-plongo,-4,1
keropos,-4,1
rangkai,-4,1
bertindak,-4,1
membantar,-4,1
ruai,-5,1
ruak,-4,1
pagebluk,-3,1
canggung,-4,1
tergeliat,-3,1
lenggana,-4,1
insentif,-5,1
merangkam,-4,1
gegadan,-3,1
kicauan,-3,1
mengucur,-3,1
merangkak,-4,2
shabu-shabu,-3,1
banyak mulut,-4,1
mengorok,-5,1
percekcokan,-5,1
laporan,-5,1
unting,-4,1
ambiguitas,-4,1
menyampingkan,-3,1
bando,-5,1
mencarak,-5,1
celetuk,-4,1
ledekan,-4,1
arah,-5,1
pohon,-3,1
rumor,-3,1
aram,-3,1
menimangkan,-3,1
jelingah,-3,1
dengus,-4,1
dengut,-3,1
berlaga,-4,1
nasihat,-3,1
kerawanan,-5,1
murup,-3,1
lasat,-3,1
congor,-3,1
menegapkan,-5,1
perlengkapan,-5,1
sederhana,-4,1
jentaka,-4,1
macis,-3,1
amor,-4,1
dedak,-3,1
perosok,-3,1
jereket,-3,2
salin,-4,1
beranak pinak,-3,1
menggelorakan,-4,1
menjemukan,-4,1
sedat,-4,1
bonggol,-4,1
sebelah,-4,1
bersusila,-5,1
berliku-liku,-3,1
hidung,-4,1
bersaba,-5,1
penyatuan,-4,1
runtun,-3,2
meredam,-3,1
buah hati,-5,1
mendoa,-3,1
geser,-4,1
birokrat,-3,1
memihakkan,-4,1
elusan,-3,1
tegar,-5,2
huni,-5,1
datang hati,-3,1
gegabah,-5,1
instruksi,-4,1
sadis,-3,1
bertelingkah,-5,1
sarak,-5,1
kandas,-3,1
berlarian,-3,1
agama,-3,1
mendompleng,-3,1
menitis,-3,1
berkisar,-4,1
penghapusan,-5,1
loakan,-3,1
dekaden,-3,1
bukti,-3,1
berkemih,-4,1
menabrak,-4,1
dungkul,-3,1
sia-sia,-4,1
kerok,-4,1
keberatan,-3,1
aliansi,-3,1
riba,-5,1
luak,-3,1
hantam,-4,1
penanda,-3,1
menjapit,-4,1
merosok,-4,2
berkeberatan,-5,1
ujung tangan,-4,1
encok,-4,1
otek,-4,2
koneksi,-4,1
mulut rambang,-4,1
anggara,-4,1
merecok,-3,1
penindihan,-3,1
gili-gili,-3,1
berurine,-4,1
pengebat,-5,1
mendedahkan,-5,1
armada,-5,1
terkutuk,-4,1
memenangi,-3,1
wan,-4,1
termasuk,-3,1
gado-gado,-3,1
wah,-4,1
gamang,-3,1
cantik,-3,1
merembes,-3,1
melemah,-4,1
kesetanan,-5,1
rakaat,-4,1
melepaskan,-3,1
terowongan,-4,1
vakum,-5,1
menolak,-3,1
faring,-3,1
bergemuruh,-5,1
ramah,-3,1
ramai,-4,1
pelontar,-5,1
berhanyut,-4,1
bersanggit,-4,2
esensial,-4,1
jajaran genjang,-4,1
menghabiskan,-4,1
menampakkan,-4,2
bercumbu,-3,2
lalat kerbau,-4,1
tidak keruan,-4,1
jaringan,-3,1
duel,-5,1
pencegah,-4,2
curang,-4,1
lewat batas,-3,1
tengak,-4,1
dampak,-3,1
tengkar,-4,1
meragukan,-4,1
layu,-5,1
balela,-4,1
memergoki,-5,1
merua,-3,1
cacau,-4,1
inspirasi,-3,1
beramuk-amukan,-3,1
setuju,-4,1
petir,-5,1
berbelit-belit,-3,1
lusuh,-5,1
tersiar,-4,1
galaba,-3,1
bertunjangkan,-3,1
pental,-4,1
paruh,-4,1
darurat,-5,1
geming,-5,1
hangit,-3,1
gepok,-4,1
realisasi,-5,1
memotivasi,-3,1
angkatan,-3,1
serupa,-3,1
kesentuhan,-3,1
kungkungan,-4,1
ajar,-3,1
luwes,-5,1
siaran,-3,2
acoan,-4,1
pegawai negeri,-3,1
merundung,-3,1
parut,-3,1
panar,-4,1
oyok,-3,1
cingangah,-3,1
bertele-tele,-4,2
menyerap,-3,1
hilang pikiran,-3,1
getol,-3,1
mengebiri,-4,1
merapatkan,-5,1
batil,-5,1
ketelanjuran,-3,1
siksaan,-3,1
setip,-3,2
kalimantang,-3,1
salah urat,-3,1
menempati,-3,1
bermotif,-5,1
indo,-4,1
jeritan,-4,1
berziarah,-3,1
adimarga,-3,1
menyolang,-4,1
terkelik,-4,1
berogak-ogak,-4,2
pusu,-3,1
arus udara,-3,1
pencerahan,-3,1
terpotong,-3,1
bambu,-5,1
bendera,-5,1
empedal,-5,1
memindahkan,-3,1
cecunguk,-5,1
tulah,-4,1
barkas,-4,1
bercanda,-4,1
iring-iringan,-4,1
datuk,-3,1
memalak,-3,1
kumandang,-3,1
turunan,-4,1
kacrek,-4,1
ametis,-3,1
segi,-5,2
gembira,-5,1
menangkap tangan,-3,1
batalion,-3,1
berasimilasi,-4,1
reyot,-3,1
terjumpa,-4,1
kemasygulan,-4,1
beroperasi,-3,1
bengok,-3,1
hujung,-3,1
inklinasi,-3,1
menasihatkan,-5,1
mengistimewakan,-4,1
berpencar,-3,1
huma,-4,1
demen,-4,2
memperolahkan,-5,1
jalan protokol,-3,2
menyentak,-3,1
sakit hati,-5,1
jeri,-3,1
gabungan,-5,1
tertawan,-4,1
tersisih,-3,1
membangunkan,-4,1
depak,-3,1
bertabrakan,-4,1
halilintar,-5,1
cekung,-3,1
memecatkan,-3,1
pelet,-3,1
konkretisasi,-4,1
gua,-4,1
menyeramkan,-4,1
persengketaan,-3,1
omong,-3,1
mendalam,-3,1
motivasi,-3,1
mengejawantah,-4,2
berbondong-bondong,-4,1
menjepit leher,-3,1
relasi,-5,1
tebaran,-5,1
menyerobot,-4,2
menghamuni,-4,1
tidak bekerja,-3,1
jerum,-4,1
skors,-3,1
cetera,-3,1
melesap,-3,1
tertancap,-5,1
detektif,-4,1
lompong,-4,1
berpucuk,-4,1
beralasan,-3,1
memakan,-3,1
cimeng,-3,1
baku,-3,1
kabar,-4,1
menjotos,-3,1
rasionalitas,-4,1
bangsal,-5,1
meraban,-4,1
memaling,-3,1
menular,-5,1
saya,-5,1
jilid,-3,1
bidas,-4,1
mencerat,-3,1
bercekit,-4,1
pembungkus,-5,1
berderum,-3,1
goblok,-4,1
menceluk,-4,1
cakap,-4,2
mengirikan,-5,1
angkat topi,-5,1
melanggar,-3,1
memuaskan,-3,1
berpasuk,-3,1
percaturan,-3,1
dengkur,-3,1
gue,-4,1
tagar,-5,2
menumang,-5,1
terulur lidah,-4,1
sewenang-wenang,-3,1
maula,-3,1
menyeluruhi,-5,1
ledes,-3,1
berhamburan,-3,1
galian,-3,1
sebaran,-5,1
nikah,-3,1
ceku,-5,1
dengkul,-5,1
cabut,-4,2
kemurungan,-5,1
jalan tol,-4,1
sementung,-5,1
miring,-5,1
tumbang,-5,1
bondot,-4,1
undian,-3,1
pejajaran,-4,1
menguatkan,-5,1
peminta-minta,-5,1
meruok,-3,1
berkecai,-5,1
legalitas,-5,1
memilin,-4,1
rambang,-4,1
kaidah,-3,1
kata-,-4,1
bucu,-4,1
mengalahkan,-4,1
popokan,-5,1
kencan,-4,1
germo,-3,1
cerai,-3,1
begundal,-3,1
mengukuhkan,-4,1
memendek,-3,1
meruyup,-3,1
kebat,-3,1
menggelecik,-4,2
mendung,-4,1
liang sanggama,-3,1
sahabat,-3,1
gelinjang,-5,2
kebas,-3,1
kerja keras,-4,2
musyawarah,-5,1
belah ketupat,-3,1
sawat,-5,1
terminal,-4,1
tingkah,-4,1
membayankan,-5,1
kantin,-3,1
bendel,-4,1
koplo,-3,1
menyingkirkan,-3,1
papar,-3,1
dalil,-3,1
papak,-4,1
bernuansa,-5,1
enyah,-3,1
merosot,-4,1
capit,-3,1
rencana,-3,1
dewan,-4,1
menceracau,-5,1
malas,-3,1
repot,-4,1
kemik,-3,1
fasilitas,-3,1
bombastis,-5,1
didik,-3,1
bencat,-3,1
terkikis,-5,1
apiun,-5,1
lewat,-4,1
mengkhianati,-3,2
bedegong,-5,1
si fulan,-3,1
iba,-3,1
calar,-3,1
flu,-5,1
beruntun,-5,1
membawang,-3,1
ranap,-5,1
mencagun,-3,1
biut,-3,1
tambun,-4,1
andeka,-5,1
membanting,-5,1
dahsyat,-4,1
mungkir,-5,1
becus,-3,1
terzalimi,-3,1
pelantikan,-4,1
kisruh,-4,1
memedi,-3,1
gas,-4,1
perwujudan,-5,1
bapet,-4,1
intrakalimat,-3,1
berak,-4,1
akidah,-3,1
rayu,-5,1
imbang,-3,1
senging,-3,1
setimbang,-4,1
mengirik,-4,1
juragan,-4,1
mengiris,-4,1
vital,-4,2
begu,-3,2
bertikai pangkai,-4,1
harap-harap cemas,-3,1
warita,-3,1
bawa,-5,1
mempermudah,-3,2
merobohkan,-3,1
besar rabu,-5,1
surih,-5,1
apatis,-4,1
menyemprot,-3,2
beradu,-3,1
agen rahasia,-4,1
arahan,-4,1
bertanding,-3,1
atas,-4,1
data,-5,2
hasan,-3,1
otak udang,-4,1
terdedah,-3,1
asosiasi,-3,1
meneguk,-3,1
natural,-3,1
loneng,-3,1
bertuah,-5,1
menadaburkan,-3,1
jawaban,-4,2
merebahkan,-4,1
lancang mulut,-4,1
merampang,-3,1
prinsipil,-4,1
mengaret,-4,1
corengmoreng,-4,1
berkelompok-kelompok,-3,1
kegelisahan,-5,1
waduk,-5,1
koyak-koyak,-4,1
wajar,-4,2
inheren,-4,1
hilang arwah,-3,1
mengumandang,-3,1
berlubang,-5,1
bermetamorfosis,-4,1
soe,-3,1
jeringing,-3,1
ayunan,-4,1
lucut,-4,1
empal,-5,1
berangkat,-4,1
apes,-5,1
mansukh,-3,1
kesulitan,-3,1
tuli,-4,1
berguguran,-3,1
kacek,-3,1
menghulu,-3,1
gagar,-5,1
rayuan,-4,1
gawat,-4,1
mengada-ada,-3,1
menakutkan,-3,1
berangkal,-3,1
tertenung,-4,1
empap,-3,1
prosedur,-5,1
bernas,-5,1
hop,-3,1
terpendam,-4,1
syair,-4,1
penyelewengan,-3,1
semok,-4,1
tike,-3,1
nujum,-4,1
sabak,-4,1
memukuli,-3,1
menyolot,-4,1
menyelubungi,-3,1
terbentur,-5,2
berusaha,-3,1
bertengkar mulut,-4,1
lingkar,-3,1
meligih,-3,1
ejakulasi,-5,1
sepak,-3,1
kelesah,-4,1
melindap,-3,1
signifikansi,-3,1
kepayahan,-4,1
menyinkronkan,-5,1
uci-uci,-3,1
menyerbu,-5,1
menggerebek,-5,1
khisit,-3,1
gugatan,-3,1
berlipat,-3,1
menubruk,-3,1
sarangan,-3,1
kesambet,-5,1
sutradara,-5,1
kelucahan,-3,1
mengata-ngatai,-4,2
bertetesan,-4,1
cacing es,-3,1
beguk,-4,1
bongkak,-4,2
kalor,-5,1
batu berdahak,-4,1
resiko,-4,1
gegap,-3,1
lotong,-3,1
memperkacaukan,-5,1
membantu,-3,1
gemaung,-4,1
pekak,-3,1
tertulang,-4,1
pemberadaban,-5,1
usaha,-5,1
mencilok,-3,2
serpihan,-4,1
mengutuk,-5,1
hajar,-5,1
uang sogok,-3,1
tanggal,-3,1
buntung,-3,1
hajat,-4,2
pembatalan,-5,1
jorong,-3,1
pergabungan,-3,1
uang pecah,-4,2
desas-desus,-4,2
prahara,-5,1
memantapkan,-5,1
jalan raya,-5,1
batuk darah,-3,1
tempelak,-3,2
dursila,-5,1
rebet,-3,1
menghinap-hinap,-3,1
pertunjukan perasaan,-5,1
rebeh,-5,1
hirap,-5,2
semaunya,-5,1
mendaulat,-4,1
terhempas,-3,1
hancur lebur,-5,1
rumit,-5,1
disimilaritas,-4,1
entak,-4,1
tradisional,-5,2
tersengut-sengut,-4,1
meriang,-5,2
sungkan,-4,1
angin lalu,-4,1
bersendikan,-4,1
nama buruk,-3,1
dongkol,-5,1
mengarah,-3,1
mengonarkan,-5,1
dalal,-4,2
rompak,-4,1
laboratorium,-5,1
tunduk,-3,1
banyak omong,-3,1
someng,-3,1
mencibirkan,-3,1
menongkrongi,-3,1
kuat,-5,1
mutlak,-4,1
pemain,-5,1
dia,-5,1
menyelang,-3,1
eroton,-4,1
endemi,-3,1
lapuk,-5,1
rabak,-3,1
terderita,-5,1
mengharamkan,-4,1
pekikan,-5,1
pengunjukan,-5,1
