date,original_tweet_text,tweet
Thu Feb 03 18:35:05 +0000 2022,@Beritasatu Hari ini yg covid bertambah 27ribuan...udah bahaya ni..smentara PTM dki masih jln terus ..gimana ini pak?,covid bertambah ribuan sudah bahaya sementara ptm dki jalan
Thu Feb 03 18:33:56 +0000 2022,"Gamau pjj😭 cape tau pjj,enakan ptm. Ya ga? Tapi ya gimana lagi...mau ga mau harus dilakuin:) kata gue si stay strong,stay safe,stay healthy,stay with me.",gamau pjj cape tau pjj enakan ptm lagi mau mau dilakuin kata gue stay strong stay safe stay healthy stay
Thu Feb 03 18:28:30 +0000 2022,"RT @nynov: @CNNIndonesia Dzalim ya pak luhut ini, anak saya yg masih sd dipaksa ptm 100%, ortu ga dikasi pilihan untuk pjj, padahal sudah a…",dzalim luhut anak saya sd dipaksa ptm tua dikasi pilihan pjj sudah
Thu Feb 03 18:27:43 +0000 2022,"PTM di tutup ? Mndingan klo sekolahnya mewah dng kualitas gurunya yg bagus,daring hanya menimbulkan kebodohan.@Itjen_Kemdikbud @kemenpendidikan @pusdatin_dikbud @jokowi @ridwankamil @KemenkesRI",ptm tutup mendingan kalau sekolahnya mewah kualitas gurunya bagus daring menimbulkan kebodohan kemdikbud dikbud
Thu Feb 03 18:26:13 +0000 2022,"pas sebelum pandemi-ptm 50% iya, kaya sering bgt dibangunin sm gurunya karna ketiduran jasjahhag malu sumpahhh tp anehnya pas ptm full belum pernah ketiduran?? padhal tidur malemnya jam 23++ smoga aja ga pernahh lg https://t.co/REdygr3F9m",sebelum pandemi ptm iya kaya sering banget dibangunin sama gurunya karena ketiduran jasjahhag malu sumpah anehnya ptm full belum pernah ketiduran tidur malemnya jam semoga aja pernah lagi
Thu Feb 03 18:26:06 +0000 2022,@schfess klo blm ada kabar berati masih ptm keknya,kalau belum ada kabar berarti ptm kayaknya
Thu Feb 03 18:25:30 +0000 2022,"@schfess minimal ptm 50% kek pas dulu. jadi kalo mau pjj ya pjj, mau ptm tinggal dateng ke sekolah.

gue mau pinter masalahnya nder trims",minimal ptm kayak jadi kalau mau pjj pjj mau ptm tinggal dateng sekolah gue mau pinter masalahnya nder trims
Thu Feb 03 18:22:36 +0000 2022,"@dimas_skeptis @Rega84409356 @fadlizon Sudahlah teori pembelaan elu gak masuk akal .. jangan sok membenarkan Salah satu kalo dasar membenci yg satunya...!

Logika akal sehat aja.. atau jangan2 elu gak punya anak???

Atau pun kalau punya gak merasa sayang kalo anak elu terpalar gara2 PTM di sekolahnya.????",skeptis sudahlah teori pembelaan masuk akal jangan sok membenarkan salah kalau dasar membenci logika akal sehat aja jangan punya anak kalau punya merasa sayang kalau anak terpalar gara ptm sekolahnya
Thu Feb 03 18:21:24 +0000 2022,"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anakny…",setuju ptm ditunda sampai penularan memang terjadi disekolahini terjadi kerabat kamianakny
Thu Feb 03 18:16:36 +0000 2022,"RT @l0eydust: @schfess @netacakep org"" kok pada demen pjj dah wkwkwkw, iya gue tau emg situasi nya ga memungkinkan bgt buat ptm, tapi ya ka…",demen pjj dah wkwk iya gue tau emg situasi memungkinkan banget buat ptm
Thu Feb 03 18:14:10 +0000 2022,"@schfess halah mau pjj alasannya want to still alive tapi tetep keluyuran jalan sana sini sama ga taat ya sama aja bohong. mending ptm 😁

gue tetep tim ptm si. gue bisa2 beneran goblok kalo pjj anjing. materi ga masuk otak semua kalo pjj.",halah mau pjj alasannya want still alive tetap keluyuran jalan sama ga taat sama aja bohong mending ptm gue tetap tim ptm gue beneran goblok kalau pjj anjing materi ga masuk otak semua kalau pjj
Thu Feb 03 18:13:50 +0000 2022,"RT @llyicheee: @schfess @caarebonara PTM FULL GAADA POTONGAN GAADA NEGO GAADA APAPUN ALASANNN, STRES GUE",ptm full gaada potongan gaada nego gaada alasan stress gue
Thu Feb 03 18:13:49 +0000 2022,"RT @hazbyihsany: @Mdy_Asmara1701 Salah Pak Anies.

Kalau Pak Anies ingin PTM distop, mintalah sebaliknya, PTM jangan distop. Maka Luhut aka…",salah anies kalau anies ptm distop mintalah sebaliknya ptm jangan distop maka luhut aja
Thu Feb 03 18:13:27 +0000 2022,"@subschfess Kadang suka aneh sih, kalau PJJ pengen ptm tapi kalau udh ptm maunya PJJ wkwkwk",kadang suka aneh kalau pjj pengen ptm kalau sudah ptm maunya pjj wkwk
Thu Feb 03 18:09:38 +0000 2022,@libidibidibdib males ptm gmn ni by 😭😭😔,males ptm by
Thu Feb 03 18:05:55 +0000 2022,"Penolakan spertx alasan dibuat2. Pdhl @aniesbaswedan ingin lindugi generasi.

SMG tdk ada niat benturkan Gub dg warga aplg beri ruang bg buzzeRp dmedsos tuk fitnah, ccmaki, bangun kbencian k Anies

Cm ingat pilkada, dukung n datangi rmh yai dm apa n siapa

https://t.co/crVAId21AJ",penolakan sepertnya alasan dibuat lindugi generasi semoga tidak ada niat benturkan gub warga beri ruang bagi buzzerp media sosial fitnah caci maki bangun kebencian anies cuma ingat pilkada dukung datangi rumah yaa
Thu Feb 03 18:05:40 +0000 2022,@subschfess Both sih.. sometimes pjj gue butuhin kalo lagi cape dan sibuk gitu. Kalo ptm buat ngilangin stres di rumah karena bisa ketemu ayang😍,sometimes pjj gue butuhin kalau lagi cape sibuk kalau ptm buat ngilangin stress rumah karena ketemu sayang
Thu Feb 03 18:00:13 +0000 2022,"ni harus ijin g nentorin dulu, flu berat, batuk berdahak eyy, ntar murid yg ada ketularan, mana masih ptm disini",ijin mentor flu berat batuk berdahak hey bentar murid ada ketularan ptm
Thu Feb 03 17:54:33 +0000 2022,@subschfess kemaren sih pengennya ptm terus aja tapi liat kondisi kayak gini mending pjj deh. blm siap mati gue blm tobat banyak yg belum gue lakukan jg plz,kemarin pengennya ptm aja liat kondisi kayak mending pjj deh belum siap mati gue belum tobat banyak belum gue lakukan pls
Thu Feb 03 17:54:04 +0000 2022,ptm 50% gajelas anj,ptm gajelas anjing
Thu Feb 03 17:52:16 +0000 2022,"Cape banget astaga, baru juga PTM sebulan udah daring lagi, ni jatuhnya gua jadi lulusan corona jilid 3 nih.",cape banget astaga ptm sudah daring lagi jatuhnya gua jadi lulusan corona jilid
Thu Feb 03 17:50:54 +0000 2022,"@schfess mending distop apa kena covid hayooo

tau tau aj si ni covid lg tinggi, bnrn apa ni org2 mau paksain PTM juga??",mending distop kena covid hayo tau tau aja covid lagi tinggi beneran mau paksain ptm
Thu Feb 03 17:48:33 +0000 2022,@schfess PTM GANJIL GENAP AJA!1!1!,ptm ganjil genap aja
Thu Feb 03 17:48:24 +0000 2022,"@fahiraidris @rmol_id Bun, menurut sy yang dievaluasi bukan PTM nya. Tp pemda dan pusat hrs akur utk menegur keras klo ada pejabat atau publik figur yg melakukan kegiatan publik melanggar prokes. Mereka yg menyebar virus, peserta didik dan sekolah dijadikan kambing hitam dianggap sbg cluster virus :(",bunda menurut saya dievaluasi bukan ptm pemda pusat akur menegur keras kalau ada pejabat publik figur melakukan kegiatan publik melanggar prokes menyebar virus peserta didik sekolah dijadikan kambing hitam dianggap cluster virus
Thu Feb 03 17:48:04 +0000 2022,"@subschfess ptm, lu bisa explore atau dapat pengalaman baru yang mungkin tidak sengaja lu dapatkan ketika lu bersoalisasi, lu datang ke kampus/sekolah, lu bisa lebih hidup dengan tidak di dalam rumah terus menerus, yang ada stress pjj terus (di sebagian orang)",ptm explore dapat pengalaman mungkin tidak sengaja dapatkan bersoalisasi datang kampus sekolah lebih hidup tidak dalam rumah menerus ada stress pjj sebagian
Thu Feb 03 17:48:03 +0000 2022,"sch! junior, teman sepantaran, teman sekelas sender udah banyak yang positif tapi sekolah masih ptm 😎🤟",sch junior teman sepantaran teman sekelas sender sudah banyak positif sekolah ptm
Thu Feb 03 17:47:20 +0000 2022,"gapengen ptm gara gara takut ulangan, tapi kalo pjj gue kagak dpet duit.. kan lumayan sehari 20k 🫂🫂",gapengen ptm gara gara takut ulangan kalau pjj gue kagak dapet duit lumayan
Thu Feb 03 17:46:53 +0000 2022,"Saya suka ptm, asal gada mapel ekonomi",saya suka ptm asal gaada mata pelajaran ekonomi
Thu Feb 03 17:43:11 +0000 2022,"@subschfess PTM, materi lebih jelas, gw klo pjj suka ketiduran wkwk, trs kalo ptm dapet uang jajan ^^",ptm materi lebih jelas gue kalau pjj suka ketiduran wkwk kalau ptm dapet uang jajan
Thu Feb 03 17:41:50 +0000 2022,"@jyszaa @schfess Kalo ptm kumpul dalem ruangan sama banyak orang kak. Seperti sender, i wanna still alive🥲🙏🏻",kalau ptm kumpul dalem ruangan sama banyak seperti sender wan still alive
Thu Feb 03 17:41:48 +0000 2022,"SchApp! aku tiap ptm rasanya capekk bgt, pas sampe rumah jadi emosian, suka bentak, itu beneran ga sengaja rasanya kek keluar begitu aja dari muluttt, sulit ngontrolnyaa, harus gimana:(",aku tiap ptm rasanya capek banget sampai rumah jadi emosi suka bentak beneran sengaja rasanya kayak keluar begitu aja dari mulut sulit ngontrolnya
Thu Feb 03 17:41:16 +0000 2022,"RT @aprlndh: @schfess sesuai dugaan gue, kenapa 100% sih, mendingan 25% gitu supaya dapet aja ptm, kita anak smk susah jadinya mana banyaka…",sesuai dugaan gue mendingan supaya dapet aja ptm anak smk susah jadinya banyak
Thu Feb 03 17:40:25 +0000 2022,"sejujurnya ptm lebih mantap, daripada pjj. but my brain can't compare.",sejujurnya ptm lebih mantap pjj brain cant compare
Thu Feb 03 17:39:14 +0000 2022,PTM 50% ? KENAPA GA DI PJJ IN SMUA SI BUKKK CPEK NIHHH MSALAHNY NO ABSEN GW 1-20 EEK MMF MAK NAMA KU KNP HARUS DEPANNYA A ?,ptm pjj semua capek masalahnya absen gue eek mmf nama depannya
Thu Feb 03 17:36:30 +0000 2022,"coba aja aku ga ptm, ga akan aku rela begadang gini 💔 https://t.co/jqWexw9nxE",coba aja aku ptm aku rela begadang
Thu Feb 03 17:34:42 +0000 2022,@synnn0o0 iyaa kelas gue maennya begitu wkwk.. sekalinya ada masalah sama mereka busett ga nyaman dah sekolah PTM wkwk,iyaa kelas gue mainnya begitu wkwk sekalinya ada masalah sama buset nyaman dah sekolah ptm wkwk
Thu Feb 03 17:32:40 +0000 2022,"sch! AH GA ASIK BESOK GA PTM, ga ketemu ayang😭😭😭 mana di sekolahku ga pernah zoom/g.meet lagi. ga dapet uang jajan juga hiksss",sch ah asik besok ptm ketemu sayang sekolahku pernah zoom meet lagi dapet uang jajan hiks
Thu Feb 03 17:31:35 +0000 2022,"RT @HollandGurls: @schfess Sebenarnya mah klo gada kasus meninggal yaa terobos aj sih PTM, org klo di PJJ juga pada keluyuran main sana sin…",sebenarnya mah kalau kasus meninggal yaa terobos aja ptm kalau pjj keluyuran main
Thu Feb 03 17:30:12 +0000 2022,"@schfess ptm full kek 50% kek yg penting ptm pak yaAllah saya mau ukom gaada bekel apa apa, takut bgt",ptm full kayak kayak penting ptm allah saya mau ukom bekal takut banget
Thu Feb 03 17:30:00 +0000 2022,"Tolong pemerintah kalau ga msu stop PTM keluarkan edaran biarkan kami ortu memilih atau boleh memilih PJJ  untuk anak kami biar kami tenang pa. Jangan dianggak reneh covid ini krn angka kematian belum bnyk 1 nyawa berharga,",tolong pemerintah kalau mau stop ptm keluarkan edaran biarkan tua memilih boleh memilih pjj anak biar tenang jangan dianggap remeh covid karena angka kematian belum banyak nyawa berharga
Thu Feb 03 17:26:59 +0000 2022,"Aku rencana kl ptm 50% mau aku pake penilaian harian sama bahas soal+review materi aja, tgl 7 maret udah pts 🙂",aku rencana kalau ptm mau aku pakai penilaian harian sama bahas soal review materi aja tanggal maret sudah pts
Thu Feb 03 17:26:27 +0000 2022,"Enaknya PJJ gue bisa maraton film doang, sisanya flopped. Enaknya PTM gue dapet duit, sisanya flopped.",enaknya pjj gue maraton film doang sisanya flopped enaknya ptm gue dapet duit sisanya flopped
Thu Feb 03 17:26:23 +0000 2022,"sch! sedih banget besok sekolah sender ptm nya 50% lagi 😭😭😭 tapi kalau keadaannya kaya gini juga yaa mau gimana lagi, tapi sedih banget jujur 😭",sch sedih banget besok sekolah sender ptm lagi kalau keadaannya kaya yaa mau lagi sedih banget jujur
Thu Feb 03 17:25:54 +0000 2022,"Dilema sih ! 
Anak anak sudah di vaksin lalu di khawatirkan terjangkit virus ,sehingga PTM dikhawatirkan 🤗 very Nice 
Masalahnya buat apa Vaksin kalo anak anak tetep harus dirumah jadi individualis dan Ansos 🤔💭
Sekolah itu tempat bersosialisasi,mencari teman sebanyak bnknya 🤗 https://t.co/LHy2DHhJkx",dilema anak anak sudah vaksin lalu khawatirkan terjangkit virus sehingga ptm dikhawatirkan nice masalahnya buat vaksin kalau anak anak tetap dirumah jadi individualis anti sosial sekolah tempat bersosialisasi mencari teman sebanyak banyaknya
Thu Feb 03 17:24:58 +0000 2022,Sch! Ada ga yg sekolahnya ada yg positif tpi tetep ngotot ptm? https://t.co/l7KXE59Saj,sch ada ga sekolahnya ada positif tetap ngotot ptm
Thu Feb 03 17:24:41 +0000 2022,sedih bgt ga si jd angkatan 23 sekolah baru sma baru temen baru tp bru ptm tahun ini jd bru kenal mrk tahun ini itupun cmn sekedar nyapa doank,sedih banget jadi angkatan sekolah sma temen ptm jadi kenal cuma sekedar nyapa doank
Thu Feb 03 17:24:16 +0000 2022,"RT @pinterpolitik: Wih, jadi perlu stop PTM atau nggak nih dengan kondisi saat ini? #politik #pinterpolitik #infografis 
https://t.co/IK9VS…",wah jadi perlu stop nggak ptm kondisi
Thu Feb 03 17:23:29 +0000 2022,"@subschfess Ptm, karna kalo pjj cuma dikasi tugas tapi jarang diterangin, truss kalo uh gitu ga fair",ptm karena kalau pjj cuma dikasi tugas jarang diterangin kalau uh fair
Thu Feb 03 17:23:24 +0000 2022,"RT @firman__nurhuda: Dari sini kita tau , bahwa Pemerintah mana yang ingin mencegah Penyebaran Covid-19 Lewat PTM.

Koordinator PPKM Jawa-B…",dari tau bahwa pemerintah mencegah penyebaran covid lewat ptm koordinator ppkm jawab
Thu Feb 03 17:22:52 +0000 2022,"gue netral aja dah, pjj atau ptm issokeh. kalo level exhausting sama produktivitas nya si ptm, kalo pjj gk ada capek tapi produktivitas menurun banget",gue netral aja dah pjj ptm issokeh kalau level exhausting sama produktivitas ptm kalau pjj gak ada capek produktivitas menurun banget
Thu Feb 03 17:22:48 +0000 2022,"RT @l0eydust: bisa ga si nge mute mf or twt yg mengandung covid gini sama ptm pjj gini, gue bosen asu",ga nge mute mengandung covid sama ptm pjj gue bosen asu
Thu Feb 03 17:22:45 +0000 2022,RT @casualwons: pjj kalau lu pada masih keluyuran gak jelas sama aja anjing bilang apa bedanya sama ptm? bilang aja kalau lu pada gak mau b…,pjj kalau keluyuran jelas sama aja anjing bedanya sama ptm aja kalau mau
Thu Feb 03 17:18:13 +0000 2022,@schfess setuju. jujur gue ptm ketar ketir sendiri kalo kondisinya bgini 🙏🏻,setuju jujur gue ptm ketar ketir sendiri kalau kondisinya begini
Thu Feb 03 17:17:01 +0000 2022,"@CNNIndonesia Kalau PTM harus 100% coba cek kantor dia 100% gak? Cek sekolah punya anaknya 100% gak? Kalau gak jangan maksa... emangnya waktu sakit semua biaya ditanggung? Orang disuruh isoman, nafkah selama sakit gak ditanggung",kalau ptm coba cek kantor cek sekolah punya anaknya kalau jangan maksa emangnya sakit semua biaya ditanggung disuruh isoman nafkah selama sakit ditanggung
Thu Feb 03 17:16:45 +0000 2022,@inojein kirain masi ptm huhuu,kirain ptm huhu
Thu Feb 03 17:16:14 +0000 2022,aaa pgn nangid kalo inget pas ptm kemaren:( mereka yg terlalu baik apa gmn sii kangen temen2😭😭,aaa pengen nangis kalau inget ptm kemarin terlalu baik kangen temen
Thu Feb 03 17:11:44 +0000 2022,"@yuwantino12 @CNNIndonesia Ga boleh minta PJJ di sekolah anak saya, di jakarta itu hrs PTM 100%...bukan masalah levelnya,tapi masalah penyebarannya itu, jakarta lagi tinggi aka,ttp maksain masuk 100%",ga boleh minta pjj sekolah anak saya jakarta ptm bukan masalah levelnya masalah penyebarannya jakarta lagi tinggi tetap maksain masuk
Thu Feb 03 17:10:57 +0000 2022,"RT @nasipakde: @taktekbum ada sebuah sekolah, banyak yg bergejala tp gak mau ditest dan tracing. pas diintervensi orang luar, terbukti ada…",ada sebuah sekolah banyak bergejala mau ditest tracing diintervensi terbukti ada
Thu Feb 03 17:08:46 +0000 2022,tidak memanfaatkan ptm 100% dgn sebaik baiknya dan akhirnya skrg balek ke 50% lg:) 💔,tidak memanfaatkan ptm sebaik baiknya akhirnya sekarang balik lagi
Thu Feb 03 17:08:43 +0000 2022,"""gue capek bgt klo ptm"" ""lo emg gatakut kena covid apa kl ptm trus?"" pdhl yg ngomong ngemall &amp; jalan2 mulu",gue capek banget kalau ptm emg gatakut kena covid kalau ptm ngomong ngemall jalan mulu
Thu Feb 03 17:08:25 +0000 2022,"💙 mohon pencerahannya karna aku udah cape banget sebenernya kaya gini terus. oiya, dulu sempet udah ngerasa move on eh pas ptm jadi gamon lagi sekarang https://t.co/iES1olUS1T",mohon pencerahannya karena aku sudah cape banget sebenernya kaya iya sempat sudah ngerasa move eh ptm jadi lagi sekarang
Thu Feb 03 17:07:57 +0000 2022,"Waduh, klo gk ada PTM, nanti pas puasa dan lebaran, kasus covidnya turun, gk bisa larang umat muslim ibadah jamaah deh 😢🤭 https://t.co/FQ6yeQEiQo",waduh kalau ada ptm nanti puasa lebaran kasus covidnya turun larang umat muslim ibadah jamaah deh
Thu Feb 03 17:07:45 +0000 2022,"@somay52 @Mdy_Asmara1701 sepemikiran kita.., PTM aja dulu ntar klo dah banyak yg kena..bru tuh PPKM, ya sekitar bulan Maret April Mei lahh, poko nya bulan Puasa sama Lebaran gitu..hadeehh",sepemikiran ptm aja bentar kalau dah banyak kena ppkm sekitar maret april mei puasa sama lebaran hadeh
Thu Feb 03 17:06:57 +0000 2022,"@Rega84409356 @fadlizon Salah satu alasan tidak PTM adalah agar anak kalau tertular tidak bawa virus ke rumah.
Lha, kan orang tuanya sudah vaksin 

Lagipula sesekali lihatlah di mall dan town square.
Di resto dan kafe banyak bapak² dan ibu² muda kongkow hahahihi sambil ngemil

Ironi yg pahit sekali",salah alasan tidak ptm adalah agar anak kalau tertular bawa virus rumah tuanya sudah vaksin lagipu sesekali lihatlah mall town square resto kafe banyak muda kongkow haha hihi sambil ngemil ironi pahit sekali
Thu Feb 03 17:04:19 +0000 2022,YaAllah ptmt ke gausah ptm 100 persen,allah ptmt gausah ptm persen
Thu Feb 03 17:01:05 +0000 2022,RT @ProfesorZubairi: Realitas: kasus kematian Covid-19 meningkat 58% dalam sepekan. Per hari ini bahkan ada 38 kematian. Terlalu dini bagi…,realitas kasus kematian covid meningkat dalam sepekan per ada kematian terlalu dini bagi
Thu Feb 03 16:59:57 +0000 2022,"RT @PartaiSocmed: Pak @jokowi, DPR saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib PTM 100% belum dicabut? Apa ha…",dpr saja sudah melakukan pembatasan aktivitas kebijakan sekolah wajib ptm belum dicabut
Thu Feb 03 16:58:47 +0000 2022,"@subschfess ptm. materinya lebih masuk, kalo ada apa apa bisa nanya lngsung ke temen ga perlu lama nunggu bales chat, lebih fokus, gerak seharian ga di depan laptop trs, seru bisa main sama temen temen.",ptm materinya lebih masuk kalau ada nanya langsung temen perlu lama nunggu bales chat lebih fokus gerak laptop seru main sama temen temen
Thu Feb 03 16:58:40 +0000 2022,"jgn sampe sekolah gue balik pjj lagi, gue uda nyaman ptm anjirrrr. soalnya klo di sekolah ak bs ktwa ktwi dgn bebas",jangan sampai sekolah gue balik pjj lagi gue sudah nyaman ptm anjir soalnya kalau sekolah aku ketawa ketiwi bebas
Thu Feb 03 16:56:44 +0000 2022," @aik_arif Mas @aniesbaswedan kalau memang sangat diperlukan PTM dihentikan sementara, ya ambil tanggung jawab saja hentikan sementara PTM, yg penting anak-anak terlindungi. https://t.co/M9QSe6HQ44",mas kalau memang sangat diperlukan ptm dihentikan sementara ambil tanggung jawab saja hentikan sementara ptm penting anak anak terlindungi
Thu Feb 03 16:56:37 +0000 2022,@tercaur wah aku masih ptm sih gak tau nih gimana masih simpang siur,wah aku ptm tau simpang siur
Thu Feb 03 16:56:36 +0000 2022,"@jisungstroids jangan, kelamaan mending suruh sekolah ptm persesi😗🤌🏻",jangan kelamaan mending suruh sekolah ptm persesi
Thu Feb 03 16:53:17 +0000 2022,"@fadlizon PTM distop bnyk yg berisik protes
PTM dilanjut bnyk yg berisik protes
oh, ada apa dengan idn ku?",ptm distop banyak berisik protes ptm dilanjut banyak berisik protes oh ada
Thu Feb 03 16:52:42 +0000 2022,klo bisa ptm nya di hentikan smpe ulangan kenaikan/kelulusan ya plzz 🙏🏽,kalau ptm hentikan sampai ulangan kenaikan kelulusan plis
Thu Feb 03 16:52:30 +0000 2022,PENGEN PTM YA ALLAH BIAR NABUNGNYA LANCAR😭😭,pengen ptm allah biar nabungnya lancar
Thu Feb 03 16:52:21 +0000 2022,"@dimas_skeptis @fadlizon Ketika org dewasa aj yg sudh lbih pham dan logikanya lebih jaln ambil kputusan ini, knp malah anak2 sekolah diminta tetap PTM? Demi apa? gk tau juga sih..mngkin trkait dgn type imunitas yg loe bilang.. https://t.co/k8Vjd1vRZx",ketika dewasa aja sudah lebih paham logikanya lebih jalan ambil keputusanmalah anak sekolah diminta tetap ptm tau mungkin terkait tipe imunitas
Thu Feb 03 16:51:14 +0000 2022,giliran pjj mintanya ptm..giliran udah di kasih ptm 100% malah minta pjj..dahla ga ngerti lagi,giliran pjj mintanya ptm giliran sudah kasih ptm malah minta pjj dahlah ga ngerti lagi
Thu Feb 03 16:49:41 +0000 2022,ahahha inget pernah nulis ini di notes! karna awal ptm blm ada temen deket jadi nervous bgtt disuruh perkenalan ulang😢 @dipadipret ily!💝 https://t.co/gFTSt40Lmf,haha inget pernah nulis notes karena awal ptm belum ada temen deket jadi nervous banget disuruh perkenalan ulang love
Thu Feb 03 16:47:40 +0000 2022,"@convomf ptm 50%, yok mangats yok",ptm yuk semangat yuk
