date,original_tweet_text,tweet
Thu Feb 03 06:36:21 +0000 2022,"Harusnya skrng ptm aja 
Ehh malah daring",sekarang ptm aja ehh malah daring
Fri Feb 04 01:39:10 +0000 2022,jangan berhentiin ptm bs 😢😢,jangan berhentiin ptm
Thu Feb 03 06:40:49 +0000 2022,"@schfess ptm sesi 2 (sesi gua) diliburin krn ada rapat, gua baru bangun, otw tempat les krn mau numpang belajar di sana, sekalian jam 4 ada jadwal sampe jam 7 sih. https://t.co/OdLQoy5fQB",ptm sesi sesi gua diliburin karena ada rapat gua bangun way tempat les karena mau numpang belajar sana sekalian jam ada jadwal sampai jam
Fri Feb 04 01:38:52 +0000 2022,Kalo kek gini mending besok ptm,kalau kayak mending besok ptm
Fri Feb 04 01:38:43 +0000 2022,"@convomfs ptm, pjj tugas terus gapernah dijelasin",ptm pjj tugas gapernah dijelasin
Fri Feb 04 01:38:30 +0000 2022,"plis ptm jangan di hold dongg.
ya kalopun di hold ya gimana ya.
namanya juga situasi.

emang bener kayaknya.
""jangan terlalu nyaman sama suasana maupun seseorang.""
bangsat.",plis ptm jangan hold kalau hold  ya ya namanya situasi emang bener kayaknya jangan terlalu nyaman suasana bangsat
Thu Feb 03 06:42:10 +0000 2022,"@zevyrst @schfess iyaa, alhamdulillah sekolahku belum ada yang +

semoga aja ptm full ini bisa bertahan sampe ujian nanti :(((",iyaa alhamdulillah sekolahku belum ada semoga aja ptm full bertahan sampai ujian nanti
Fri Feb 04 01:38:14 +0000 2022,"@yesogyu baikk jugaaa, btw sekolahmu udah PTM gaaa? atau PJJ lagi?",baikk by the way sekolahmu sudah ptm pjj lagi
Fri Feb 04 01:37:56 +0000 2022,"@schfess KAB Semarang, tapi roman roman nya mungdep pjj lagi anjrit pdhl baru ptm 1 bulan itupun 50% doang",kab semarang roman roman pjj lagi anjir ptm doang
Thu Feb 03 06:43:35 +0000 2022,"@CNNIndonesia Tenang saja anak sekolah masih ptm 100%.tertular covid juga tdk masalah, paling ortu murid yg menangis sedih didepan pintu i.c.u/didepan batu nisan anak yg dicintainya. paling pemerintah hanya bilang ""Ini semua krn prokes tdk dijalankan dgn sungguh sungguh"". Sesederhana itu saja.",tenang saja anak sekolah ptm tertular covid paling tua murid menangis sedih pintu batu nisan anak dicintainya paling pemerintah bilang prokes tidak dijalankan sungguh sungguh sesederhana saja
Fri Feb 04 01:37:40 +0000 2022,"@mogareyreno aslinya udah ptm kak, tapi lingkungan sini banyak yg kena covid jdi pjj lagi. stay safe yaa kakk",aslinya sudah ptm kak lingkungan banyak kena covid jdi pjj lagi stay safe yaa
Fri Feb 04 01:37:35 +0000 2022,@convomfs sebenernya lebih pengen tetep ptm cuma kondisinya ga memungkinkan banget jd aku pilih pjj,sebenernya lebih pengen tetap ptm cuma kondisinya memungkinkan banget jadi aku pilih pjj
Fri Feb 04 01:37:34 +0000 2022,"@GratisTerbaik @aimtal Barusan dilaporin anak saya sepulang saya jemput sekolah, kalo temennya  udah gak masuk pasca vaksin om. Kata gurunya demam gak turun2. Nah loh. Untung anak saya gak saya ikutin vaksin. Alhamdulillah, sangat sehat walaupun PTM 100.  Anakq Sungguh lincah dan sehat. 💪💪",barusan dilaporin anak saya sepulang saya jemput sekolah kalau temennya sudah gak masuk pasca vaksin om kata gurunya demam gak turun untung anak saya saya ikut vaksin alhamdulillah sangat sehat walaupun ptm anak sungguh lincah sehat
Fri Feb 04 01:37:24 +0000 2022,"@subschfess engga sih, soalnya emang pengen ptm terus hehe",engga soalnya emang pengen ptm hehe
Fri Feb 04 01:37:04 +0000 2022,"@schfess buat sebulan kedepan belum ada ketentuan, tapi untuk 2 minggu ini ptm 100% full. aku dom jakbar",buat sebulan belum ada ketentuan ptm full aku dom jakbar
Fri Feb 04 01:37:03 +0000 2022,sing kudune ptm ki mahasiswa. nggilani tenan sarjana ilmune ngawang awang.,uda ptm lagi huf
Fri Feb 04 01:36:46 +0000 2022,uda ga ptm lagi huf,sudah ptm lagi huhf
Fri Feb 04 01:36:27 +0000 2022,"@convomfs masii ptm, tpi bau""nyaa si mau pjj",ptm tpi baunya mau pjj
Thu Feb 03 06:43:47 +0000 2022,PTM diberlakukan 50 persen. Artinya siswa dibagi dua shift dalam pelaksanaan PTM. #publisherstory https://t.co/g8Ne20FMbE,ptm diberlakukan persen artinya siswa dibagi dua shift dalam pelaksanaan ptm
Fri Feb 04 01:36:20 +0000 2022,PTM TP GABUT,ptm gabut
Fri Feb 04 01:36:18 +0000 2022,"@subschfess gaaa, ak maunya ptm trus😔😔",aku maunya ptm
Fri Feb 04 01:36:16 +0000 2022,"barusan di wa adek yg masih SMP.
udah pada happy 2 bulanan ini PTM 100%, ketemu temen sekolah tiap hari meskipun durasi sekolah cuma 2 jam an.
ehh sekarang harus daring lagi 🥲
di sekolah mana gitu ada yg positif 39 murid. https://t.co/2owjFeO0fO",barusan adek smp udah happy ptm ketemu temen sekolah meskipun durasi sekolah jam eh harus lagi sekolah ada positif murid
Fri Feb 04 01:35:58 +0000 2022,"ok gapapa ptm 50 50 asal ptm, encok gue daring",ok ptm asal ptm encok gue daring
Fri Feb 04 01:35:57 +0000 2022,"@useraksel aku ptm 50%, di bagi sesi dan aku ga se sesi sama temen deket aku. aku sesi 1 di sesi 1 kebanyakan cowok gitu, aku cuma takut gabisa belajar fokus sama takut ga nyaman 🥺 awalnya aku mau coba tanya ke guru kelas boleh ga aku di sesi 2, eh ga bolehhh jadi nya aku bm 😭😭😩",aku ptm bagi sesi aku se sesi sama temen deket aku aku sesi sesi kebanyakan cowok aku cuma takut gabisa belajar fokus sama takut nyaman awalnya aku mau coba tanya guru kelas boleh aku sesi eh boleh jadi aku badmood
Fri Feb 04 01:35:38 +0000 2022,"PTM tetap berjalan dengan memerhatikan dinamika penyebaran covid-19 varian omicron serta mencermati masukan dari berbagai pihak
#BersatuDukungPemulihanRI https://t.co/5DZJ6kBMJk",ptm tetap berjalan memerhatikan dinamika penyebaran covid varian omicron serta mencermati masukan dari berbagai pihak
Fri Feb 04 01:35:26 +0000 2022,@bIuebbIe iyaaa💔padahal pgn bgt ptm tapi malah ga jadi gara2 kasus nya naik lagii😔,iyaa pengen banget ptm malah jadi gegara kasus naik lagi
Fri Feb 04 01:35:14 +0000 2022,@cloupssy @kqonto murid ptm koncol,murid ptm kontol
Fri Feb 04 01:35:03 +0000 2022,materi yg di sampaikan tuh gampang ngerti klo ptm,materi sampaikan gampang ngerti kalau ptm
Fri Feb 04 01:34:41 +0000 2022,JGN PJJ PLS GUE SUKA PTM SOALNYA ADA WIFI GRATIS. UANG SAKU JG GA DI POTONG 😿,jangan pjj pls gue suka ptm soalnya ada wifi gratis uang saku potong
Fri Feb 04 01:34:28 +0000 2022,"@watashiure cape tugas ga sih, kalo ptm cape fisik 😔",cape tugas kalau ptm cape fisik
Fri Feb 04 01:33:56 +0000 2022,tbh enak ptm dari pada pjj,to be honest enak ptm dari pjj
Fri Feb 04 01:33:53 +0000 2022,"Njir, bener bener dah 😂 https://t.co/r3Ya8NwvsK",njir bener bener dah
Fri Feb 04 01:33:50 +0000 2022,@plvtornn semangat ptm nyaaa,semangat ptm
Thu Feb 03 14:06:54 +0000 2022," @ftrrii1 @Moonboy020290 Yg kocak, pas PSBB diumumin pemerintah pada ngamuk, nah org yg sm lewat di teel gw, ngamuk lg ke pemerintah krn ga setuju pakgub mo berhentiin PTM ",kocak psbb diumumin pemerintah ngamuk sama lewat teel gue ngamuk lagi pemerintah karena setuju gub mau berhentiin ptm
Fri Feb 04 01:33:34 +0000 2022,"@subschfess engga, pas pjj ga pengen ptm",engga pjj ga pengen ptm
Fri Feb 04 01:33:31 +0000 2022,"@pacarnyaminhi aaa gitu, yaampun pdhl kmrn udh enak2 ya ptm mau 100% skrg malah ada bdr lagi:(",aaa yaampun kemarin sudah enak ptm mau sekarqng malah ada belajar dari rumah lagi
Fri Feb 04 01:33:30 +0000 2022,"@ClarissaLyi @orgcakepni @schfess bnr bangettt sekolah gue termasuk ketat bgt, sakit ringan sebatas batuk aja bnr2 gblh masuk. kmrn udh bersyukur bgt nilaiku bnyk naik ilmu nambah krna ptm, tbh ak males bgt dirumah mknya enak sekolah aja :(",benar bangett sekolah gue termasuk ketat banget sakit ringan sebatas batuk aja benar gaboleh masuk kemarin udah bersyukur banget nilaiku ilmu nambah karna ptm to be honest aku males banget rumah enak sekolah aja
Fri Feb 04 01:32:41 +0000 2022,"masalahnya upraknya gadir, klo ttp ptm tugasnya juga seabrek, GAPAPA KOK GAPAPA ALIAS EMOSIII, klo mau ptm kls 10 11 aja dluuu yg kls 12 pjj seminggu buat uprakk",masalahnya ujian prakteknya gadir kalau tetap ptm tugasnya seabrek alias emosi kalau mau ptm kelas aja kelas pjj buat ujian praktek
Fri Feb 04 01:32:30 +0000 2022,@GATRA_com Ya ngapain kirim surat ke pusat ... tinggal kepala daerahnya pak @IdrisAShomad buat keputusan diberhentikan sementara PTM atau bikin kebijakan PTM 50% misalnya ... kan harusnya kepala daerah bisa mikir bukan lempar tangan ke pusat,ngapain kirim surat pusat tinggal kepala daerahnya buat keputusan diberhentikan sementara ptm kebijakan ptm misalnya kepala daerah mikir bukan lempar tangan pusat
Fri Feb 04 01:32:29 +0000 2022,@convomfs lebih ngerti pas ptm but pjj pas ulangan aja wkwkwk,lebih ngerti ptm pjj ulangan aja wkwk
Fri Feb 04 01:32:14 +0000 2022,"Gak apa-apa, deh. Semoga virusnya cepat berkurang dan bisa balik PTM lagi.",gak deh semoga virusnya cepat berkurang balik ptm lagi
Fri Feb 04 01:32:13 +0000 2022,"@convomfs ptm kalo materi ulangan, pts pjj",ptm kalau materi ulangan pts pjj
Fri Feb 04 01:32:11 +0000 2022,"@convomfs pengennya, PTM. tapi uprak nanti daring aja gapapa HAHAHAHA",pengennya ptm ujian praktek nanti daring aja hahaha
Fri Feb 04 01:32:08 +0000 2022,"ini sekolah udh gilaa apaa gimana sihh, uprak daring bikin vidio tpi ttp ptm tuuu gimana yaaaa, uprak sambil belajar gtuu? plsss laaa trs kapan waktunya buat bikin vidio uprakkkkkkk absidndjdjufbc",sekolah sudah gila ujian praktek daring vidio tetap ptm yaa ujian praktek sambil belajar pls waktunya buat vidio
Fri Feb 04 01:31:56 +0000 2022,"Walaupun aku pusing karena sekolah (PTM), tapi kalau gak ketemu teman rasanya ada yang kurang.. u___u",walaupun aku pusing karena sekolah ptm kalau gak ketemu teman rasanya ada kurang
Fri Feb 04 01:31:49 +0000 2022,@jev_anna Ptm blm punya temen jadi daring aja deh heheh,anna ptm belum punya temen jadi daring aja deh hehe
Fri Feb 04 01:31:47 +0000 2022,sriusan ini memding ptm aja anjig,serius mending ptm aja anjing
Fri Feb 04 01:31:41 +0000 2022,@jev_anna Ptm lebh enak si,ptm lebih enak
Fri Feb 04 01:31:36 +0000 2022,Kok sekolah gue ga pjj lagi si plis males banget ptm,sekolah gue pjj lagi plis males banget ptm
Fri Feb 04 01:31:31 +0000 2022,"@convomfs harusnya masih ptm buat hari ini, tapi dipulangin soalnya anak kelas sebelah ada yang positif, jadi pjj deh",ptm buat dipulangin soalnya anak kelas sebelah ada positif jadi pjj deh
Fri Feb 04 01:30:58 +0000 2022,"@convomfs yaallah ptm aja baru mulai tgl 14, masa mo ganti daring lagi😭 gw belum ngerasain woee",yaallah ptm aja mulai tanggal mau ganti daring lagi gue belum ngerasain woe
Fri Feb 04 01:30:54 +0000 2022,@dalgmcnuggets yahh ak ptm 😭,yahhh aku ptm
Fri Feb 04 01:30:52 +0000 2022,gue mending pjj sih daripada PTM persesi 😭✨,gue mending pjj ptm sesi
Fri Feb 04 01:30:42 +0000 2022,"AKU SEKARANG TIM PTM, KALO PJJ GA SESESI SM AYANG https://t.co/VoZAeeCnuw",aku sekarang tim ptm kalau pjj sesesi sama sayang
Thu Feb 03 14:03:17 +0000 2022,Tapi kalau tetap PTM virusnya bertambah lagi.,kalau tetap ptm virusnya bertambah lagi
Fri Feb 04 01:30:27 +0000 2022,@convomfs tim setengah setengah sih. kalo ptm terus agak jskskzjjss gitu,tim setengah setengah kalau ptm agak jskskzjjss
Fri Feb 04 01:30:23 +0000 2022,@convomfs ptm dihati,ptm dihati
Fri Feb 04 01:29:45 +0000 2022,Yahhh sedih sekolah gue besok udah mulai ptm 50% :(,yahhh sedih sekolah gue besok sudah ptm
Fri Feb 04 01:29:43 +0000 2022,@convomfs tetep ptm,tetap ptm
Fri Feb 04 01:29:42 +0000 2022,@ALDRLDXVR Semangat ptm,semangat ptm
Fri Feb 04 01:29:35 +0000 2022,"gurunya ga niat ngajar?2x pertemuan ga masuk,,udah ditelfon walas gua anjr mana ga bilang,mksdnya aja gtu pdhal klo ptm masuk muluuu",gurunya niat ngajar pertemuan masuk sudah ditelfon walas gua anjir aja kalau ptm masuk mulu
Fri Feb 04 01:29:26 +0000 2022,"emang kudu diberentiin dulu PTM selama 3-4 minggu. buat apaan? yaa kalo kasus meledak di usia usia sekolah tu, perlu fasilitas khusus kalo ada case terburuk sampe perlu rs. udah gitu pasti persiapannya dikit dan ga banyak yang punya tu fasilitas. tapi kita ikutin aja lord luhut🙏🏻",emang kudu diberentiin ptm selama buat yaa kalau kasus meledak usia usia sekolah perlu fasilitas khusus kalau ada case terburuk sampsai perlu rs sudah pasti persiapannya dikit banyak punya fasilitas ikutin aja lord luhut
Fri Feb 04 01:29:13 +0000 2022,@schfess Awalnya pas masih PJJ ga akrab samsek dan kek gamau kenal sama temen2 sekelas. Eh pas udah PTM lama2 jadi asik,awalnya pjj akrab sama sekali kayak gamau kenal sama temen sekelas eh sudah ptm lama jadi asik
Fri Feb 04 01:28:54 +0000 2022,"@sssashaaa01 samaa, padahal udh nyaman ptm",sama sudah nyaman ptm
Fri Feb 04 01:28:53 +0000 2022,@subschfess Ngga. Aku ttp pengen pjj. Ptm ngeri sama sirkel nya. Gue yg anak bawang cuma bisa diem@pokokan,aku tetap pengen pjj ptm ngeri sama sirkel gue anak bawang cuma diem
Fri Feb 04 01:28:31 +0000 2022,Beruntung we can say good bye to each other... Walaupun capek ptm tapi tep aja bakal kangen. Tapi seru juga ptm:( bitj daring gua ga ngerti apa apa lagi,beruntung say good bye walaupun capek ptm tetap aja bakal kangen seru ptm bitj daring gua ngerti lagi
Fri Feb 04 01:28:30 +0000 2022,"@subschfess kalo ptm pengen pjj, kalo pjj pengen duit sih aku mah",kalau ptm pengen pjj kalau pjj pengen duit aku mah
Fri Feb 04 01:28:26 +0000 2022,@jev_anna ptm lebih enak tp skrng daring lagi,anna ptm lebih enak sekarang daring lagi
Fri Feb 04 01:28:25 +0000 2022,@honeytoodle enakan ptm yh?,enakan ptm
Fri Feb 04 01:27:58 +0000 2022,@detikcom Sibuk..minta izin PTM malah safari.... promo hanya ingin dengar suara calon presiden.. aseeex,sibuk minta izin ptm malah safari promo dengar suara calon presiden asik
Fri Feb 04 01:27:55 +0000 2022,when yang lain PTM tapi gua sakit di rumah 👍 https://t.co/yfVLQf6wPz,lain ptm gua sakit rumah
Fri Feb 04 01:27:20 +0000 2022,ok sekolah gw balik ke PTM terbatas lagi,ok sekolah gue balik ptm terbatas lagi
Fri Feb 04 01:27:19 +0000 2022,"Pantesan kemarin usulan PTM anak sekolah ditolak, rupanya krn udah kadung punya rencana ini🤔 https://t.co/hHtZqxKn1g",pantesan kemarin usulan ptm anak sekolah ditolak rupanya karena sudah kadung punya rencana
Fri Feb 04 01:27:17 +0000 2022,"@henderrryy GW JG AD UL ANJ gamau ptm dl, gile ajaa covidnya lg drastis naik😭",gue ada anjing gamau ptm gila aja covid lagi drastis naik
Fri Feb 04 01:27:02 +0000 2022,Btw di balam udahh pada daringg karna siswanya banyak yang kena Semoga lambarr tetep ptm,by the way balam udahh daringg karena siswanya banyak kena semoga lambarr tetap ptm
Fri Feb 04 01:26:58 +0000 2022,RT @iloyojiel: anjg ptm 50% lagi,anjing ptm lagi
Fri Feb 04 01:26:20 +0000 2022,"@subschfess Aku juga gitu nder tapi mencoba berpikir lebih jernih, kalo PJJ kebanyakan main lah males lah offcam lah udah gitu ga 100% merhatiin tapi kalo PTM itu asik sih walaupun sepi kelasnya, rasanya kaya bimbel terus jg lebih fokus ditambah pasti ada catatan mapel gt kalo PTM",aku nder mencoba berpikir lebih jernih kalau pjj kebanyakan main males offcam sudah merhatiin kalau ptm asik walaupun sepi kelasnya rasanya kaya bimbingan belajar lebih fokus ditambah pasti ada catatan mata pelajaran kalau ptm
Fri Feb 04 01:26:01 +0000 2022,@henderrryy Lagi PJJ katanya PTM Senin tapi gatau di perpanjang lg apa g🙁,lagi pjj katanya ptm gatau perpanjang lagi
Thu Feb 03 14:01:35 +0000 2022,@CNNIndonesia AB ini salah strategi terus. Tapi dia pintar mengubah ini jd panggung politik. Aslinya ga perlu minta persetujuan krn kewenangan di Daerah buat ngurangin PTM (misal jadi 50-30%). Kalo stop 100% mungkin blm bisa. Nah dia maunya 100% tanpa PTM dan minta perstujuan LBP. Jelas ngaco.,ab salah strategi pintar mengubah jadi panggung politik aslinya perlu minta persetujuan karena kewenangan daerah buat ngurangin ptm misal jadi kalau stop mungkin belum maunya ptm minta perstujuan lbp jelas ngaco
Fri Feb 04 01:25:13 +0000 2022," @Dj_Bams74 Itu dia penting nya cari jalan keluar biar tidak merugikan Dikanal berita itu sudah bagus idenya PTM 50% pun dengan tempat usaha harus dibatasi juga Kita tempat usaha masih langgar prokes loh 😂  dibatasi 50% ternyata tanpa kita sadari kita melebih aturan",penting cari jalan keluar biar tidak merugikan dikanal berita sudah bagus idenya ptm tempat usaha dibatasi tempat usaha langgar prokes dibatasi ternyata sadari melebih aturan
Fri Feb 04 01:24:15 +0000 2022,"matpel nya ga sesuai jadwal ptm bngst, jadi ngacak",mata pelajaran sesuai jadwal ptm bangsat jadi ngacak
Fri Feb 04 01:24:07 +0000 2022,"gua mau nangisssss, males ngapa ngapain karna mendengar berita ptm 50% udah mana gt ulangan diundur muluuu gua sedih bgttt",gua mau nangis males karena mendengar berita ptm  sudah mana ulangan diundur melulu gua sedih bangett
Thu Feb 03 14:00:27 +0000 2022,"@missufe Morningg makji, sedih bnget aku hari ini krna udh ga PTM lagi",morning makji sedih banget aku karena sudah ptm lagi
Fri Feb 04 01:23:55 +0000 2022,@Kdillust1218 Nda :(( gak tau sekolahku masih ptm ini,ndak gak tau sekolahku ptm
Fri Feb 04 01:23:52 +0000 2022,ptm soalnya kelas gw lebih enak daripada kamar gw😓😓 https://t.co/neA9EeeiTj,ptm soalnya kelas gue lebih enak kamar gue
Fri Feb 04 01:23:45 +0000 2022,ptm setopp aja plis beresiko bangett,ptm stop aja plis beresiko bangett
Fri Feb 04 01:23:32 +0000 2022,"jangan lupa sarapan dan mandi pagi kalian.. semangat buat yg pjj/ptm, yg kuliah dan yg kerja!! ✨❤️",jangan lupa sarapan mandi pagi kalian semangat buat pjj ptm kuliah kerja
Fri Feb 04 01:23:23 +0000 2022,@sukasusumilku Mangaatss nder semoga cpt balik PTM lagiu,semangat nder semoga cepat balik ptm lagi
Fri Feb 04 01:23:20 +0000 2022,@taetaejungo semenjak ptm gue udh ga begadang,semenjak ptm gue sudah begadang
Fri Feb 04 01:23:11 +0000 2022,@codesbans PJJ SJDBDJEJDIFJ sgt menyedihkan. km hri ini pjj apa ptm,pjj sjdbdjejdifj sangat menyedihkan pjj ptm
Fri Feb 04 01:23:01 +0000 2022,"gue udah 3 hari mulai ptm dan keinget gapernah ketemu crush gue padahal satu sekolah, kan gue juga pengen ketemu krass",gue sudah mulai ptm keinget gapernah ketemu crush gue sekolah gue pengen ketemu krass
Fri Feb 04 01:22:53 +0000 2022,@Biruuu274 Semangat ya nder semoga cpt balik PTM lagii,semangat nder semoga cepat balik ptm lagi
Fri Feb 04 01:22:51 +0000 2022,"@fadlizon Susah memahami jalan pikirannya. Memprediksi puncak wabah Covid-19 / Omicron bulan Februari, tetapi penerbangan internasional dibuka, keramaian dimall terjadi, tingkat hunian RS terjadi. PTM jalan terus ?",susah memahami jalan pikirannya memprediksi puncak wabah covid omicron februari penerbangan internasional dibuka keramaian mall terjadi tingkat hunian rs terjadi ptm jalan
Fri Feb 04 01:22:49 +0000 2022,"@rosie_ark OH MKSDNYA KU SUKA PTM, SKRG MAH AK PJJ😔",oh maksudnya suka ptm sekarang mah aku pjj
Fri Feb 04 01:22:45 +0000 2022,Sedih bgttttt PTM terbatas lagi 😭,sedih bangett ptm terbatas lagi
Fri Feb 04 01:22:37 +0000 2022,WHWHAHAH YG LAIN PTM GW MALAH ONLINE LAGI https://t.co/nwXv58Wzsz,hahaha lain ptm gue malah online lagi
Fri Feb 04 01:22:33 +0000 2022,"buat yg mikir buat ptm, mending jangan dulu deh. covid lgi serem bgt, sekola gua lockdown krn banyak yg positif, sekitar 10 an. keluarga gua juga kena, stay safe and healthy yaa sering sering vitamin ama makan yg sehat2, klo dingin dingin coba tunda dulu deh, klo sakit jgn panik",buat mikir buat ptm mending jangan deh covid lagi serem banget sekolah gua lockdown karena banyak positif sekitar keluarga gua kena stay safe healthy yaa sering sering vitamin sama makan sehat kalau dingin dingin coba tunda deh kalau sakit jangan panik
Fri Feb 04 01:22:32 +0000 2022,"RT @schfess: sch! meski skrg lagi pjj, but i love ptm so much &lt;3 https://t.co/tlO0BPUtLq",sch meski sekarang lagi pjj love ptm much
Fri Feb 04 01:22:17 +0000 2022,"@schfess ptm setengah aja dah, mau lulus bentar lagi soalnya",ptm setengah aja dah mau lulus bentar lagi soalnya
Fri Feb 04 01:22:13 +0000 2022,"@jjnjaem aamiinn aamiin, males pjj mau ptm lagi aja 😔😭",amin amin males pjj mau ptm lagi aja
Fri Feb 04 01:22:09 +0000 2022,WALAUPUNNNN pjj enak siee dirumah gt ga hrsss pake seragamm ga ribet deh TAPI PTM JUGA SERUUUUUU bangettttt,walau pjj enak rumah pakai seragam ribet deh ptm seru bangett
Fri Feb 04 01:22:07 +0000 2022,@jyuhaney yahh🥺 semangat PTM nya ya✊🏻,yahhh semangat ptm ya
Thu Feb 03 10:33:34 +0000 2022,gue kalo abis pjj lama terus masuk ptm lagi suka jadi males anjir,gue kalau abis pjj lama masuk ptm lagi suka jadi males anjir
Fri Feb 04 01:21:42 +0000 2022,ptm minggu ini gue cuma berangkat sekali awoakwok🧍🏻‍♀️🧍🏻‍♀️,ptm gue cuma berangkat sekali wkwk
Fri Feb 04 01:21:37 +0000 2022,"@convomf ptm enakk, bisa lebih akrab sama temen sekelas, trus ketawa² bareng temen sekelas. Walaupun PJJ bisa sambil rebahan, tapi susah buat mengerti materi, jd ofc enak PTM",ptm enak lebih akrab sama temen sekelas ketawa bareng temen sekelas walaupun pjj sambil rebahan susah buat mengerti materi jadi ofc enak ptm
Fri Feb 04 01:20:48 +0000 2022,"@dr_koko28 Disini nakes teriak2 covid naik, disisi lain PTM anak sekolah batal, disisi lain lg Mall, Tempat Kuliner, tempat hiburan, Pasar RAME. trus mau mu apa toh leee  ? 😅😅😅",tenaga kesehatan teriak covid disisi ptm anak sekolah batal disisi lagi mall tempat kuliner hiburan pasar rame lalu mau hehe
Fri Feb 04 01:20:31 +0000 2022,"gue gak ngebayangin ptm 50%
SOAL NYA ABSEN GUE JD GENAP AAAAAAA ANJGGG",gue gak ngebayangin ptm soal absen gue jadi genap aaaaaaa anjing
Fri Feb 04 01:20:07 +0000 2022,@hitudt kok keren masih ptm,keren ptm
Fri Feb 04 01:19:58 +0000 2022,"@lljn00 masih ptm sih, tapi denger² katanya mau pjj lagi, tapi aku lebih suka pjj sih",ptm denger katanya mau pjj lagi aku lebih suka pjj
Fri Feb 04 01:19:55 +0000 2022,@schfess masih tpi gatau dah bsk kelanjutannya bsk masih ptm apa kagak,gatau dah besok kelanjutannya besok ptm kagak
Fri Feb 04 01:19:46 +0000 2022,"@subschfess pjj, soalnya kalo pjj tuh kaya fleksibel aja gitu waktunya. kalo ptm capek bgt asli bner bner gk kuat✋🏻😔",pjj soalnya kalau pjj kaya fleksibel aja waktunya kalau ptm capek banget asli bener bener gak kuat
Fri Feb 04 01:19:04 +0000 2022,@fadlizon Anak sy kelas 3 SMA tahun ini di keluarkan oleh pihak sekolah karena memilih tidak mengikuti PTM .,anak saya kelas sma keluarkan oleh pihak sekolah karena memilih tidak mengikuti ptm
Fri Feb 04 01:18:28 +0000 2022,"@subschfess tim ptm, soalnya kl pjj kaya libur trs gurunya kl pjj suka ga kasih materi tar tiba"" uh kan sebel 🙂",tim ptm soalnya kalau pjj kaya libur gurunya kalau pjj suka kasih materi bentar tiba uh sebel
Fri Feb 04 01:17:39 +0000 2022,Kok gua masih ptm aja ya,gua ptm aja ya
Fri Feb 04 01:17:28 +0000 2022,@svnghoen ptm seru bisa bareng temennn pjj tugasnya makin bnyk😩😩😩,ptm seru bareng temen pjj tugasnya makin banyak
Fri Feb 04 01:17:23 +0000 2022,"buat yang ptm, semangat ya",buat ptm semangat ya
Fri Feb 04 01:16:48 +0000 2022,@lovebysunoo terlanjur nyaman ptm meskipun pulang pulang encok,terlanjur nyaman ptm meskipun pulang pulang encok
Fri Feb 04 01:16:38 +0000 2022,@aik_arif Dah ada pilihan buat ortu utk PTM atau PJJ. https://t.co/p7aSBzXpKz,dah ada pilihan buat tua ptm pjj
Fri Feb 04 01:16:28 +0000 2022,yahhh masa nanti ptm nya 50% lg😔,yahhh masa nanti ptm lagi
Fri Feb 04 01:16:11 +0000 2022,"Pls PTM 50% jgn sampe pake absen ganjil genap, mending 1-18 aja shshsjdjd",pls ptm jangan sampai pakai absen ganjil genap mending aja shshsjdjd
Fri Feb 04 01:15:41 +0000 2022,Ya allah ga mau ptm,ya allah mau ptm
Fri Feb 04 01:15:13 +0000 2022,beneran ptm 50%,beneran ptm
Fri Feb 04 01:14:32 +0000 2022,"@tjapoenglaut @Kemdikbud_RI @nadiemmakarim Bukannya siswa diijinkan memilih ptm atau online Mas ?
Atas ijin orangtuanya",bukannya siswa diijinkan memilih ptm online mas atas ijin tuanya
Fri Feb 04 01:14:00 +0000 2022,"@otnayramitsme Di beberapa sudah ngga ptm lg, tp ditempatku masih ptm bang. Apalagi anak SD buset jajan berkerumun :((",sudah ptm lagi ditempatku ptm bang anak sd buset jajan berkerumun
Fri Feb 04 01:13:21 +0000 2022,"@Iwannawin0 Semangaatt nderr, semoga cpt balik PTM lagii",semangat nder semoga cepat balik ptm lagi
Fri Feb 04 01:13:06 +0000 2022,"jusat aneh banget, kenapa yg ptm tuh gak anak kelas 12 aja soalnya mereka sibuk",aneh banget ptm gak anak kelas aja soalnya sibuk
Fri Feb 04 01:13:01 +0000 2022,"@zpaduka pjj niss, gajadi ptm gegara c word lagi naik😭😭😭💔",pjj niss gajadi ptm gegara word lagi naik
Fri Feb 04 01:12:30 +0000 2022,anjinglah masa udah ptm 100% masih dikasih tugas di gcr,anjing masa sudah ptm dikasih tugas gcr
Fri Feb 04 01:11:22 +0000 2022,"@zarazettirazr Katanya tak begejala/bergejala ringan, trus PTM di DKI tetap dilanjutkan, trus kalo ngerasa sakit segera PCR, nah siapa yg diuntungkan dari situasi seperti itu?  ..",katanya tak begejala bergejala ringan ptm dki tetap dilanjutkan kalau ngerasa sakit segera pcr diuntungkan dari situasi seperti
Fri Feb 04 01:10:10 +0000 2022,"@nanamibbygurl Pagi, enak banget yang ptm",pagi enak banget ptm
