,date,tweet,tweet_tokens,tweet_tokens_WSW,tweet_normalized
442,2022-01-25 06:00:01+00:00,yah mau ptm lagi padahal udah nyaman ptm hufftt,"['yah', 'mau', 'ptm', 'lagi', 'padahal', 'udah', 'nyaman', 'ptm', 'hufftt']","['mau', 'ptm', 'lagi', 'udah', 'nyaman', 'ptm', 'hufftt']",mau ptm lagi udah nyaman ptm hufftt
443,2022-01-25 05:46:41+00:00,mana ini kan msih ptm  pulangnya pada jam lagi ah elah,"['mana', 'ini', 'kan', 'msih', 'ptm', 'pulangnya', 'pada', 'jam', 'lagi', 'ah', 'elah']","['msih', 'ptm', 'pulangnya', 'jam', 'lagi', 'ah', 'elah']",msih ptm pulangnya jam lagi ah elah
444,2022-01-25 05:41:16+00:00,ga berharap pjj tapi ptm lagi bisa  siex,"['ga', 'berharap', 'pjj', 'tapi', 'ptm', 'lagi', 'bisa', 'siex']","['berharap', 'pjj', 'ptm', 'lagi', 'siex']",berharap pjj ptm lagi siex
445,2022-01-25 05:33:50+00:00,sklh ditempat anak sy prof ptm msh tp mau ngadain rekreasi keluar kota nginap,"['sklh', 'ditempat', 'anak', 'sy', 'prof', 'ptm', 'msh', 'tp', 'mau', 'ngadain', 'rekreasi', 'keluar', 'kota', 'nginap']","['sklh', 'ditempat', 'anak', 'sy', 'prof', 'ptm', 'msh', 'tp', 'mau', 'ngadain', 'rekreasi', 'keluar', 'kota', 'nginap']",sklh ditempat anak sy prof ptm msh tp mau ngadain rekreasi keluar kota nginap
446,2022-01-25 05:20:18+00:00,xfxfxxad kalian yang kemaren ptm turun lagi ga si jadi,"['xfxfxxad', 'kalian', 'yang', 'kemaren', 'ptm', 'turun', 'lagi', 'ga', 'si', 'jadi']","['xfxfxxad', 'kalian', 'kemaren', 'ptm', 'turun', 'lagi', 'jadi']",xfxfxxad kalian kemaren ptm turun lagi jadi
447,2022-01-25 05:18:22+00:00,ak brusan ptm katanya mau diwajibin semua murid tp masih,"['ak', 'brusan', 'ptm', 'katanya', 'mau', 'diwajibin', 'semua', 'murid', 'tp', 'masih']","['ak', 'brusan', 'ptm', 'katanya', 'mau', 'diwajibin', 'semua', 'murid', 'tp']",ak brusan ptm katanya mau diwajibin semua murid tp
448,2022-01-25 05:06:29+00:00,rt weee udah part aja nieh sekian untuk hari iniii terimakasi yang sudah meluangkan waktu untuk membaca au hvmv punya ,"['rt', 'weee', 'udah', 'part', 'aja', 'nieh', 'sekian', 'untuk', 'hari', 'iniii', 'terimakasi', 'yang', 'sudah', 'meluangkan', 'waktu', 'untuk', 'membaca', 'au', 'hvmv', 'punya']","['rt', 'weee', 'udah', 'part', 'aja', 'nieh', 'sekian', 'iniii', 'terimakasi', 'sudah', 'meluangkan', 'membaca', 'au', 'hvmv', 'punya']",rt weee udah part aja nieh sekian iniii terimakasi sudah meluangkan membaca au hvmv punya
449,2022-01-25 04:39:18+00:00,first time ptm lebih dari seru banget ternyata ga sehening biasanya,"['first', 'time', 'ptm', 'lebih', 'dari', 'seru', 'banget', 'ternyata', 'ga', 'sehening', 'biasanya']","['first', 'time', 'ptm', 'lebih', 'dari', 'seru', 'banget', 'ternyata', 'sehening', 'biasanya']",first time ptm lebih dari seru banget ternyata sehening biasanya
450,2022-01-25 04:28:28+00:00,sekolah ku yang tadinya ptm jadi lagi nder,"['sekolah', 'ku', 'yang', 'tadinya', 'ptm', 'jadi', 'lagi', 'nder']","['sekolah', 'tadinya', 'ptm', 'jadi', 'lagi', 'nder']",sekolah tadinya ptm jadi lagi nder
451,2022-01-25 04:08:33+00:00,sekolahku masih sih dan itu pun jarang ada yg masuk ptm,"['sekolahku', 'masih', 'sih', 'dan', 'itu', 'pun', 'jarang', 'ada', 'yg', 'masuk', 'ptm']","['sekolahku', 'jarang', 'ada', 'yg', 'masuk', 'ptm']",sekolahku jarang ada yang masuk ptm
452,2022-01-25 03:33:20+00:00,skrg tp belum pernah ptm,"['skrg', 'tp', 'belum', 'pernah', 'ptm']","['skrg', 'tp', 'belum', 'pernah', 'ptm']",sekarng tp belum pernah ptm
453,2022-01-25 03:32:15+00:00,kembalikan ptm,"['kembalikan', 'ptm']","['kembalikan', 'ptm']",kembalikan ptm
454,2022-01-25 03:29:54+00:00,samaa sekolahku juga masih ptm nya,"['samaa', 'sekolahku', 'juga', 'masih', 'ptm', 'nya']","['samaa', 'sekolahku', 'ptm']",samaa sekolahku ptm
455,2022-01-25 03:28:16+00:00,sih kalo akuu udah nyaman pjj cuma materi lebih ngerti kalo ptm kl km gimanaa kil,"['sih', 'kalo', 'akuu', 'udah', 'nyaman', 'pjj', 'cuma', 'materi', 'lebih', 'ngerti', 'kalo', 'ptm', 'kl', 'km', 'gimanaa', 'kil']","['kalo', 'akuu', 'udah', 'nyaman', 'pjj', 'cuma', 'materi', 'lebih', 'ngerti', 'kalo', 'ptm', 'kl', 'km', 'gimanaa', 'kil']",kalo akuu udah nyaman pjj cuma materi lebih ngerti kalo ptm kalau km gimanaa kil
456,2022-01-25 03:26:21+00:00,aku malah pengen ptm soalnya bestie ku di sesi aku ptm malah diem dieman,"['aku', 'malah', 'pengen', 'ptm', 'soalnya', 'bestie', 'ku', 'di', 'sesi', 'aku', 'ptm', 'malah', 'diem', 'dieman']","['aku', 'malah', 'pengen', 'ptm', 'soalnya', 'bestie', 'di', 'sesi', 'aku', 'ptm', 'malah', 'diem', 'dieman']",aku malah pengen ptm soalnya bestie di sesi aku ptm malah diem dieman
457,2022-01-25 03:25:02+00:00,pengen ptm lagi pls kelas brisik banget,"['pengen', 'ptm', 'lagi', 'pls', 'kelas', 'brisik', 'banget']","['pengen', 'ptm', 'lagi', 'pls', 'kelas', 'brisik', 'banget']",pengen ptm lagi pls kelas brisik banget
458,2022-01-25 02:47:00+00:00,bener juga tapi kalo ptm bisa lah ya,"['bener', 'juga', 'tapi', 'kalo', 'ptm', 'bisa', 'lah', 'ya']","['bener', 'kalo', 'ptm']",bener kalo ptm
459,2022-01-25 02:37:25+00:00,udah pada ptm ya keren si kami masi ptm,"['udah', 'pada', 'ptm', 'ya', 'keren', 'si', 'kami', 'masi', 'ptm']","['udah', 'ptm', 'keren', 'ptm']",udah ptm keren ptm
460,2022-01-25 02:24:09+00:00,pada selasa hari ini hingga januari wilayah kota tangerang selatan masih berstatus ppkm level,"['pada', 'selasa', 'hari', 'ini', 'hingga', 'januari', 'wilayah', 'kota', 'tangerang', 'selatan', 'masih', 'berstatus', 'ppkm', 'level']","['hingga', 'januari', 'wilayah', 'kota', 'tangerang', 'selatan', 'berstatus', 'ppkm', 'level']",hingga januari wilayah kota tangerang selatan berstatus ppkm level
461,2022-01-25 02:12:34+00:00,ppkm level di jabodetabek wfh persen sekolah bisa ptm dan pjj,"['ppkm', 'level', 'di', 'jabodetabek', 'wfh', 'persen', 'sekolah', 'bisa', 'ptm', 'dan', 'pjj']","['ppkm', 'level', 'di', 'jabodetabek', 'wfh', 'persen', 'sekolah', 'ptm', 'pjj']",ppkm level di jabodetabek wfh persen sekolah ptm pjj
462,2022-01-25 02:05:58+00:00,jujur kalo pjj bakal enak si teratur gt loh soalnya di sekolahku masih pjj ptm kadang ada,"['jujur', 'kalo', 'pjj', 'bakal', 'enak', 'si', 'teratur', 'gt', 'loh', 'soalnya', 'di', 'sekolahku', 'masih', 'pjj', 'ptm', 'kadang', 'ada']","['jujur', 'kalo', 'pjj', 'bakal', 'enak', 'teratur', 'gt', 'soalnya', 'di', 'sekolahku', 'pjj', 'ptm', 'kadang', 'ada']",jujur kalo pjj bakal enak teratur gt soalnya di sekolahku pjj ptm kadang ada
463,2022-01-25 01:54:55+00:00,pelaksanaan pembelajaran tatap muka ptm persen di trenggalek jawa timur belum bisa direalisasikan karena te,"['pelaksanaan', 'pembelajaran', 'tatap', 'muka', 'ptm', 'persen', 'di', 'trenggalek', 'jawa', 'timur', 'belum', 'bisa', 'direalisasikan', 'karena', 'te']","['pelaksanaan', 'pembelajaran', 'tatap', 'muka', 'ptm', 'persen', 'di', 'trenggalek', 'jawa', 'timur', 'belum', 'direalisasikan', 'karena', 'te']",pelaksanaan pembelajaran tatap muka ptm persen di trenggalek jawa timur belum direalisasikan karena te
464,2022-01-25 01:40:15+00:00,di sekolah ku masih ptm yg masuk mau daring juga nunggu perintah dari pemerintah katanya tapi seme,"['di', 'sekolah', 'ku', 'masih', 'ptm', 'yg', 'masuk', 'mau', 'daring', 'juga', 'nunggu', 'perintah', 'dari', 'pemerintah', 'katanya', 'tapi', 'seme']","['di', 'sekolah', 'ptm', 'yg', 'masuk', 'mau', 'daring', 'nunggu', 'perintah', 'dari', 'pemerintah', 'katanya', 'seme']",di sekolah ptm yang masuk mau daring nunggu perintah dari pemerintah katanya seme
465,2022-01-25 01:32:07+00:00,ombudsman menyarankan pemberlakuan mix methode dengan cara ptm persen dan pjj persen diatur secara proporsion,"['ombudsman', 'menyarankan', 'pemberlakuan', 'mix', 'methode', 'dengan', 'cara', 'ptm', 'persen', 'dan', 'pjj', 'persen', 'diatur', 'secara', 'proporsion']","['ombudsman', 'menyarankan', 'pemberlakuan', 'mix', 'methode', 'cara', 'ptm', 'persen', 'pjj', 'persen', 'diatur', 'secara', 'proporsion']",ombudsman menyarankan pemberlakuan mix methode cara ptm persen pjj persen diatur secara proporsion
466,2022-01-25 00:43:08+00:00,di sklh gue bbrp guru sama murid pd tumbang jd minggu ini kembali daringxfxfxx mn kmrn tuh masih ptm blm yg bener masuk semua,"['di', 'sklh', 'gue', 'bbrp', 'guru', 'sama', 'murid', 'pd', 'tumbang', 'jd', 'minggu', 'ini', 'kembali', 'daringxfxfxx', 'mn', 'kmrn', 'tuh', 'masih', 'ptm', 'blm', 'yg', 'bener', 'masuk', 'semua']","['di', 'sklh', 'gue', 'bbrp', 'guru', 'sama', 'murid', 'pd', 'tumbang', 'jd', 'kembali', 'daringxfxfxx', 'mn', 'kmrn', 'ptm', 'blm', 'yg', 'bener', 'masuk', 'semua']",di sklh gue bbrp guru sama murid pd tumbang jd kembali daringxfxfxx mn kemarin ptm belum yang bener masuk semua
467,2022-01-25 00:41:39+00:00,gue nyaman ptm karna ya gue lebih mudah paham sama materi gue baru ptm dan gue ngerasa kasian sama guruguru ,"['gue', 'nyaman', 'ptm', 'karna', 'ya', 'gue', 'lebih', 'mudah', 'paham', 'sama', 'materi', 'gue', 'baru', 'ptm', 'dan', 'gue', 'ngerasa', 'kasian', 'sama', 'guruguru']","['gue', 'nyaman', 'ptm', 'karna', 'gue', 'lebih', 'mudah', 'paham', 'sama', 'materi', 'gue', 'ptm', 'gue', 'ngerasa', 'kasian', 'sama', 'guruguru']",gue nyaman ptm karna gue lebih mudah paham sama materi gue ptm gue ngerasa kasian sama guruguru
468,2022-01-25 00:38:46+00:00,sekolah ku minggu kemarin udah ptm full eh minggu ini jadi ptm lagi yang di shift soalnya di kotaku,"['sekolah', 'ku', 'minggu', 'kemarin', 'udah', 'ptm', 'full', 'eh', 'minggu', 'ini', 'jadi', 'ptm', 'lagi', 'yang', 'di', 'shift', 'soalnya', 'di', 'kotaku']","['sekolah', 'kemarin', 'udah', 'ptm', 'full', 'eh', 'jadi', 'ptm', 'lagi', 'di', 'shift', 'soalnya', 'di', 'kotaku']",sekolah kemarin udah ptm full eh jadi ptm lagi di shift soalnya di kotaku
469,2022-01-24 23:54:12+00:00,hiyezzz pjj lagi anak kelas satu dan duakelas di atasnya ptm seminggu sekali,"['hiyezzz', 'pjj', 'lagi', 'anak', 'kelas', 'satu', 'dan', 'duakelas', 'di', 'atasnya', 'ptm', 'seminggu', 'sekali']","['hiyezzz', 'pjj', 'lagi', 'anak', 'kelas', 'duakelas', 'di', 'atasnya', 'ptm', 'sekali']",hiyezzz pjj lagi anak kelas duakelas di atasnya ptm sekali
470,2022-01-24 23:41:16+00:00,cocok banget buat aku yang dikit dikit rasanya mau bolos tapi malah bikin aku tambah capek soalny,"['cocok', 'banget', 'buat', 'aku', 'yang', 'dikit', 'dikit', 'rasanya', 'mau', 'bolos', 'tapi', 'malah', 'bikin', 'aku', 'tambah', 'capek', 'soalny']","['cocok', 'banget', 'buat', 'aku', 'dikit', 'dikit', 'rasanya', 'mau', 'bolos', 'malah', 'aku', 'tambah', 'capek', 'soalny']",cocok banget buat aku dikit dikit rasanya mau bolos malah aku tambah capek soalny
471,2022-01-24 23:38:12+00:00,sumpah kalo ptm gua bangunnya jam untung pjj,"['sumpah', 'kalo', 'ptm', 'gua', 'bangunnya', 'jam', 'untung', 'pjj']","['sumpah', 'kalo', 'ptm', 'gua', 'bangunnya', 'jam', 'untung', 'pjj']",sumpah kalo ptm gua bangunnya jam untung pjj
472,2022-01-24 23:14:27+00:00,ptm ku jd kepotong jd  nder,"['ptm', 'ku', 'jd', 'kepotong', 'jd', 'nder']","['ptm', 'jd', 'kepotong', 'jd', 'nder']",ptm jd kepotong jd nder
473,2022-01-24 21:36:28+00:00,can relate sih emang ga dapet apa apa yang nyangkut cuma dikit uas uts open book tapi kampusku ptm sih wkwk,"['can', 'relate', 'sih', 'emang', 'ga', 'dapet', 'apa', 'apa', 'yang', 'nyangkut', 'cuma', 'dikit', 'uas', 'uts', 'open', 'book', 'tapi', 'kampusku', 'ptm', 'sih', 'wkwk']","['relate', 'emang', 'dapet', 'nyangkut', 'cuma', 'dikit', 'uas', 'uts', 'open', 'book', 'kampusku', 'ptm', 'wkwk']",relate emang dapet nyangkut cuma dikit uas uts open book kampusku ptm wkwk
474,2022-01-24 19:36:26+00:00,pak menko luhut mohon dpt dipertimbangkan utk memperketat ppkm yg ada sekarang mengingat meningkatnya kasus harian,"['pak', 'menko', 'luhut', 'mohon', 'dpt', 'dipertimbangkan', 'utk', 'memperketat', 'ppkm', 'yg', 'ada', 'sekarang', 'mengingat', 'meningkatnya', 'kasus', 'harian']","['menko', 'luhut', 'mohon', 'dpt', 'dipertimbangkan', 'utk', 'memperketat', 'ppkm', 'yg', 'ada', 'sekarang', 'mengingat', 'meningkatnya', 'kasus', 'harian']",menko luhut mohon dpt dipertimbangkan untuk memperketat ppkm yang ada sekarang mengingat meningkatnya kasus harian
475,2022-01-24 16:26:22+00:00,rt  mean where the logic yg kerja disuruh wfh kalo bisa kapasitas kantor jd sekolah kok ptm makanya cepet ker,"['rt', 'mean', 'where', 'the', 'logic', 'yg', 'kerja', 'disuruh', 'wfh', 'kalo', 'bisa', 'kapasitas', 'kantor', 'jd', 'sekolah', 'kok', 'ptm', 'makanya', 'cepet', 'ker']","['rt', 'mean', 'logic', 'yg', 'kerja', 'disuruh', 'wfh', 'kalo', 'kapasitas', 'kantor', 'jd', 'sekolah', 'ptm', 'makanya', 'cepet', 'ker']",rt mean logic yang kerja disuruh wfh kalo kapasitas kantor jd sekolah ptm makanya cepet ker
476,2022-01-24 15:56:27+00:00,sekolahku ptm dibagi sesi siang sama pagi enak sih cuman kalo masuk siang rasanya ngantuk beut,"['sekolahku', 'ptm', 'dibagi', 'sesi', 'siang', 'sama', 'pagi', 'enak', 'sih', 'cuman', 'kalo', 'masuk', 'siang', 'rasanya', 'ngantuk', 'beut']","['sekolahku', 'ptm', 'dibagi', 'sesi', 'sama', 'pagi', 'enak', 'cuman', 'kalo', 'masuk', 'rasanya', 'ngantuk', 'beut']",sekolahku ptm dibagi sesi sama pagi enak cuman kalo masuk rasanya ngantuk beut
477,2022-01-24 15:49:58+00:00,sekolahku ptm satu kelas dibagi kelompok selangseling masuk perharinya dan pulang siang,"['sekolahku', 'ptm', 'satu', 'kelas', 'dibagi', 'kelompok', 'selangseling', 'masuk', 'perharinya', 'dan', 'pulang', 'siang']","['sekolahku', 'ptm', 'kelas', 'dibagi', 'kelompok', 'selangseling', 'masuk', 'perharinya', 'pulang']",sekolahku ptm kelas dibagi kelompok selangseling masuk perharinya pulang
478,2022-01-24 15:49:40+00:00,dulu sekolah aku sistemnya juga gitu nder jujur bener ga enak banget pas dapet bagian yang daring kek an,"['dulu', 'sekolah', 'aku', 'sistemnya', 'juga', 'gitu', 'nder', 'jujur', 'bener', 'ga', 'enak', 'banget', 'pas', 'dapet', 'bagian', 'yang', 'daring', 'kek', 'an']","['sekolah', 'aku', 'sistemnya', 'nder', 'jujur', 'bener', 'enak', 'banget', 'dapet', 'bagian', 'daring', 'kek']",sekolah aku sistemnya nder jujur bener enak banget dapet bagian daring kayak
479,2022-01-24 15:48:44+00:00,sama juga enak enak aja sih seninkamis sekolah dari jam set sampe jam atau jam trus,"['sama', 'juga', 'enak', 'enak', 'aja', 'sih', 'seninkamis', 'sekolah', 'dari', 'jam', 'set', 'sampe', 'jam', 'atau', 'jam', 'trus']","['sama', 'enak', 'enak', 'aja', 'seninkamis', 'sekolah', 'dari', 'jam', 'set', 'sampe', 'jam', 'atau', 'jam', 'trus']",sama enak enak aja seninkamis sekolah dari jam set sampe jam atau jam trus
480,2022-01-24 15:47:10+00:00,kemarin aku juga gitu nderr minggu ptm yg di rumah ttp ikut pjj jadi guru nya jelasin ptm sambil ,"['kemarin', 'aku', 'juga', 'gitu', 'nderr', 'minggu', 'ptm', 'yg', 'di', 'rumah', 'ttp', 'ikut', 'pjj', 'jadi', 'guru', 'nya', 'jelasin', 'ptm', 'sambil']","['kemarin', 'aku', 'nderr', 'ptm', 'yg', 'di', 'rumah', 'ttp', 'ikut', 'pjj', 'jadi', 'guru', 'jelasin', 'ptm', 'sambil']",kemarin aku nderr ptm yang di rumah ttp ikut pjj jadi guru jelasin ptm sambil
481,2022-01-24 15:45:24+00:00,sekolah aku ptm tapi beda sistem ganjil genap tanggal ganjil sesi tanggal genap sesi,"['sekolah', 'aku', 'ptm', 'tapi', 'beda', 'sistem', 'ganjil', 'genap', 'tanggal', 'ganjil', 'sesi', 'tanggal', 'genap', 'sesi']","['sekolah', 'aku', 'ptm', 'beda', 'sistem', 'ganjil', 'genap', 'tanggal', 'ganjil', 'sesi', 'tanggal', 'genap', 'sesi']",sekolah aku ptm beda sistem ganjil genap tanggal ganjil sesi tanggal genap sesi
482,2022-01-24 15:11:21+00:00,wah iya udah au nya kereennn semangat ptm nya kakk ditunggu update nya hehe,"['wah', 'iya', 'udah', 'au', 'nya', 'kereennn', 'semangat', 'ptm', 'nya', 'kakk', 'ditunggu', 'update', 'nya', 'hehe']","['wah', 'iya', 'udah', 'au', 'kereennn', 'semangat', 'ptm', 'kakk', 'ditunggu', 'update']",wah iya udah au kereennn semangat ptm kakk ditunggu update
483,2022-01-24 14:56:13+00:00,rt weee udah part aja nieh sekian untuk hari iniii terimakasi yang sudah meluangkan waktu untuk membaca au hvmv punya ,"['rt', 'weee', 'udah', 'part', 'aja', 'nieh', 'sekian', 'untuk', 'hari', 'iniii', 'terimakasi', 'yang', 'sudah', 'meluangkan', 'waktu', 'untuk', 'membaca', 'au', 'hvmv', 'punya']","['rt', 'weee', 'udah', 'part', 'aja', 'nieh', 'sekian', 'iniii', 'terimakasi', 'sudah', 'meluangkan', 'membaca', 'au', 'hvmv', 'punya']",rt weee udah part aja nieh sekian iniii terimakasi sudah meluangkan membaca au hvmv punya
484,2022-01-24 14:26:45+00:00,pls ptm lagi,"['pls', 'ptm', 'lagi']","['pls', 'ptm', 'lagi']",pls ptm lagi
485,2022-01-24 14:19:41+00:00,pas bahas soal ini guys ini kan totalnya ada siswa setuju ga kalo bds pemisalan aku tulis nanb sa,"['pas', 'bahas', 'soal', 'ini', 'guys', 'ini', 'kan', 'totalnya', 'ada', 'siswa', 'setuju', 'ga', 'kalo', 'bds', 'pemisalan', 'aku', 'tulis', 'nanb', 'sa']","['bahas', 'soal', 'guys', 'totalnya', 'ada', 'siswa', 'setuju', 'kalo', 'bds', 'pemisalan', 'aku', 'tulis', 'nanb', 'sa']",bahas soal guys totalnya ada siswa setuju kalo bds pemisalan aku tulis nanb sa
486,2022-01-24 13:42:57+00:00,iya tt padahal baru ptm minggu rasanya capek banget,"['iya', 'tt', 'padahal', 'baru', 'ptm', 'minggu', 'rasanya', 'capek', 'banget']","['iya', 'ptm', 'rasanya', 'capek', 'banget']",iya ptm rasanya capek banget
487,2022-01-24 13:36:23+00:00,kalo boleh jujur aku kurang sreg ptm capek apalgi masuk jam teng buset biasa masuk jam,"['kalo', 'boleh', 'jujur', 'aku', 'kurang', 'sreg', 'ptm', 'capek', 'apalgi', 'masuk', 'jam', 'teng', 'buset', 'biasa', 'masuk', 'jam']","['kalo', 'boleh', 'jujur', 'aku', 'kurang', 'sreg', 'ptm', 'capek', 'apalgi', 'masuk', 'jam', 'teng', 'buset', 'biasa', 'masuk', 'jam']",kalo boleh jujur aku kurang sreg ptm capek apalgi masuk jam teng buset biasa masuk jam
488,2022-01-24 13:31:54+00:00,sama nder aku gakuat ptm masuk tiap hari gt mana hari ini hari pertama ptm minggu sebelumny,"['sama', 'nder', 'aku', 'gakuat', 'ptm', 'masuk', 'tiap', 'hari', 'gt', 'mana', 'hari', 'ini', 'hari', 'pertama', 'ptm', 'minggu', 'sebelumny']","['sama', 'nder', 'aku', 'gakuat', 'ptm', 'masuk', 'tiap', 'gt', 'pertama', 'ptm', 'sebelumny']",sama nder aku gakuat ptm masuk tiap gt pertama ptm sebelumny
489,2022-01-24 13:15:11+00:00,weee udah part aja nieh sekian untuk hari iniii terimakasi yang sudah meluangkan waktu untuk membaca au hvmv ,"['weee', 'udah', 'part', 'aja', 'nieh', 'sekian', 'untuk', 'hari', 'iniii', 'terimakasi', 'yang', 'sudah', 'meluangkan', 'waktu', 'untuk', 'membaca', 'au', 'hvmv']","['weee', 'udah', 'part', 'aja', 'nieh', 'sekian', 'iniii', 'terimakasi', 'sudah', 'meluangkan', 'membaca', 'au', 'hvmv']",weee udah part aja nieh sekian iniii terimakasi sudah meluangkan membaca au hvmv
490,2022-01-24 13:05:35+00:00,pro ptm pjj pokoknya kalo full pjj juga kurang enak kalo ada tugas kelompok,"['pro', 'ptm', 'pjj', 'pokoknya', 'kalo', 'full', 'pjj', 'juga', 'kurang', 'enak', 'kalo', 'ada', 'tugas', 'kelompok']","['pro', 'ptm', 'pjj', 'pokoknya', 'kalo', 'full', 'pjj', 'kurang', 'enak', 'kalo', 'ada', 'tugas', 'kelompok']",pro ptm pjj pokoknya kalo full pjj kurang enak kalo ada tugas kelompok
491,2022-01-24 12:42:45+00:00,tekan covid pemkot tangerang kembali berlakukan ptm dan wfh,"['tekan', 'covid', 'pemkot', 'tangerang', 'kembali', 'berlakukan', 'ptm', 'dan', 'wfh']","['tekan', 'covid', 'pemkot', 'tangerang', 'kembali', 'berlakukan', 'ptm', 'wfh']",tekan covid pemkot tangerang kembali berlakukan ptm wfh
492,2022-01-24 12:39:18+00:00,eh dipikir pikir sekolah mendingan ptm dah aslian,"['eh', 'dipikir', 'pikir', 'sekolah', 'mendingan', 'ptm', 'dah', 'aslian']","['eh', 'dipikir', 'pikir', 'sekolah', 'mendingan', 'ptm', 'dah', 'aslian']",eh dipikir pikir sekolah mendingan ptm dah aslian
493,2022-01-24 12:23:15+00:00,kalian yang udah ptm sekarang masih tetep ptm apa diubah jadi atau bahkan full pjj,"['kalian', 'yang', 'udah', 'ptm', 'sekarang', 'masih', 'tetep', 'ptm', 'apa', 'diubah', 'jadi', 'atau', 'bahkan', 'full', 'pjj']","['kalian', 'udah', 'ptm', 'sekarang', 'tetep', 'ptm', 'diubah', 'jadi', 'atau', 'full', 'pjj']",kalian udah ptm sekarang tetep ptm diubah jadi atau full pjj
494,2022-01-24 12:00:00+00:00,sekolah dasar sd di kota tangerang kembali menerapkan pembelajaran tatap muka ptm terbatas mulai senin,"['sekolah', 'dasar', 'sd', 'di', 'kota', 'tangerang', 'kembali', 'menerapkan', 'pembelajaran', 'tatap', 'muka', 'ptm', 'terbatas', 'mulai', 'senin']","['sekolah', 'dasar', 'sd', 'di', 'kota', 'tangerang', 'kembali', 'menerapkan', 'pembelajaran', 'tatap', 'muka', 'ptm', 'terbatas', 'mulai']",sekolah dasar sd di kota tangerang kembali menerapkan pembelajaran tatap muka ptm terbatas mulai
495,2022-01-24 11:58:22+00:00,haduhh udh deh jgn mikirin pemindahan ibu kota dulu ini mnding mikirin omicron yg naikk ksian anakxcxb yg ptm full harusnya ptm aja,"['haduhh', 'udh', 'deh', 'jgn', 'mikirin', 'pemindahan', 'ibu', 'kota', 'dulu', 'ini', 'mnding', 'mikirin', 'omicron', 'yg', 'naikk', 'ksian', 'anakxcxb', 'yg', 'ptm', 'full', 'harusnya', 'ptm', 'aja']","['haduhh', 'udh', 'deh', 'jgn', 'mikirin', 'pemindahan', 'ibu', 'kota', 'mnding', 'mikirin', 'omicron', 'yg', 'naikk', 'ksian', 'anakxcxb', 'yg', 'ptm', 'full', 'harusnya', 'ptm', 'aja']",haduhh udh deh jangan mikirin pemindahan ibu kota mnding mikirin omicron yang naikk ksian anakxcxb yang ptm full harusnya ptm aja
496,2022-01-24 11:49:05+00:00,manifesting pjj ato ptm ajah karna jujur badan gakuat kalo everyday ptm,"['manifesting', 'pjj', 'ato', 'ptm', 'ajah', 'karna', 'jujur', 'badan', 'gakuat', 'kalo', 'everyday', 'ptm']","['manifesting', 'pjj', 'ato', 'ptm', 'ajah', 'karna', 'jujur', 'badan', 'gakuat', 'kalo', 'everyday', 'ptm']",manifesting pjj ato ptm ajah karna jujur badan gakuat kalo everyday ptm
497,2022-01-24 11:34:14+00:00,skola sy dah ad yg kena minggu kmrn dah pjj minggu ini ptm jd lagi ga sampe seterusnya,"['skola', 'sy', 'dah', 'ad', 'yg', 'kena', 'minggu', 'kmrn', 'dah', 'pjj', 'minggu', 'ini', 'ptm', 'jd', 'lagi', 'ga', 'sampe', 'seterusnya']","['skola', 'sy', 'dah', 'ad', 'yg', 'kena', 'kmrn', 'dah', 'pjj', 'ptm', 'jd', 'lagi', 'sampe', 'seterusnya']",skola sy dah ad yang kena kemarin dah pjj ptm jd lagi sampe seterusnya
498,2022-01-24 11:26:53+00:00,skolahku dr pertama ptm masi,"['skolahku', 'dr', 'pertama', 'ptm', 'masi']","['skolahku', 'dr', 'pertama', 'ptm']",skolahku dr pertama ptm
499,2022-01-24 11:11:04+00:00,sekolahku udh ptm sih skrg,"['sekolahku', 'udh', 'ptm', 'sih', 'skrg']","['sekolahku', 'udh', 'ptm', 'skrg']",sekolahku udh ptm sekarng
500,2022-01-24 11:09:24+00:00,ga suka pjj tapi suka ptm aja,"['ga', 'suka', 'pjj', 'tapi', 'suka', 'ptm', 'aja']","['suka', 'pjj', 'suka', 'ptm', 'aja']",suka pjj suka ptm aja
501,2022-01-24 10:11:08+00:00,kapasitas ptm jenjang sd di kota tangerang kembali persen siswa sedih ya sekarang sepi via,"['kapasitas', 'ptm', 'jenjang', 'sd', 'di', 'kota', 'tangerang', 'kembali', 'persen', 'siswa', 'sedih', 'ya', 'sekarang', 'sepi', 'via']","['kapasitas', 'ptm', 'jenjang', 'sd', 'di', 'kota', 'tangerang', 'kembali', 'persen', 'siswa', 'sedih', 'sekarang', 'sepi', 'via']",kapasitas ptm jenjang sd di kota tangerang kembali persen siswa sedih sekarang sepi via
502,2022-01-24 08:56:26+00:00,semoga saran pakar dr organisasi medis ini mendapat perhatian serius dr menteri,"['semoga', 'saran', 'pakar', 'dr', 'organisasi', 'medis', 'ini', 'mendapat', 'perhatian', 'serius', 'dr', 'menteri']","['semoga', 'saran', 'pakar', 'dr', 'organisasi', 'medis', 'mendapat', 'perhatian', 'serius', 'dr', 'menteri']",semoga saran pakar dr organisasi medis mendapat perhatian serius dr menteri
